Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 5_Frequency [Hz]	Absorption Coefficient on Cavity	
1,154687E+3	6,081804E-1	1,154687E+3	5,777262E-1	1,154687E+3	5,226837E-1	1,154687E+3	4,709556E-1	1,154687E+3	4,334538E-1
1,156250E+3	6,061669E-1	1,156250E+3	5,791259E-1	1,156250E+3	5,213031E-1	1,156250E+3	4,682020E-1	1,156250E+3	4,306903E-1
1,157812E+3	6,054810E-1	1,157812E+3	5,808802E-1	1,157812E+3	5,252845E-1	1,157812E+3	4,659940E-1	1,157812E+3	4,368967E-1
1,159375E+3	6,116954E-1	1,159375E+3	5,835964E-1	1,159375E+3	5,254652E-1	1,159375E+3	4,684891E-1	1,159375E+3	4,363331E-1
1,160937E+3	6,129792E-1	1,160937E+3	5,857874E-1	1,160937E+3	5,290610E-1	1,160937E+3	4,735906E-1	1,160937E+3	4,370885E-1
1,162500E+3	6,167661E-1	1,162500E+3	5,847690E-1	1,162500E+3	5,281218E-1	1,162500E+3	4,745882E-1	1,162500E+3	4,314869E-1
1,164062E+3	6,183951E-1	1,164062E+3	5,890519E-1	1,164062E+3	5,280245E-1	1,164062E+3	4,740721E-1	1,164062E+3	4,364279E-1
1,165625E+3	6,213708E-1	1,165625E+3	5,940064E-1	1,165625E+3	5,355282E-1	1,165625E+3	4,769254E-1	1,165625E+3	4,365082E-1
1,167187E+3	6,279163E-1	1,167187E+3	5,970891E-1	1,167187E+3	5,393749E-1	1,167187E+3	4,808854E-1	1,167187E+3	4,413016E-1
1,168750E+3	6,283865E-1	1,168750E+3	5,963625E-1	1,168750E+3	5,351374E-1	1,168750E+3	4,738064E-1	1,168750E+3	4,442922E-1
1,170312E+3	6,306720E-1	1,170312E+3	5,950454E-1	1,170312E+3	5,335201E-1	1,170312E+3	4,831160E-1	1,170312E+3	4,425902E-1
1,171875E+3	6,253829E-1	1,171875E+3	5,975570E-1	1,171875E+3	5,397463E-1	1,171875E+3	4,888091E-1	1,171875E+3	4,428374E-1
1,173437E+3	6,210912E-1	1,173437E+3	5,975606E-1	1,173437E+3	5,355240E-1	1,173437E+3	4,891943E-1	1,173437E+3	4,337942E-1
1,175000E+3	6,256018E-1	1,175000E+3	6,021900E-1	1,175000E+3	5,378667E-1	1,175000E+3	4,848215E-1	1,175000E+3	4,441111E-1
1,176562E+3	6,316232E-1	1,176562E+3	6,065730E-1	1,176562E+3	5,438200E-1	1,176562E+3	4,821735E-1	1,176562E+3	4,399250E-1
1,178125E+3	6,392140E-1	1,178125E+3	6,104014E-1	1,178125E+3	5,448599E-1	1,178125E+3	4,843654E-1	1,178125E+3	4,395870E-1
1,179687E+3	6,453687E-1	1,179687E+3	6,110742E-1	1,179687E+3	5,488832E-1	1,179687E+3	4,867147E-1	1,179687E+3	4,463062E-1
1,181250E+3	6,408478E-1	1,181250E+3	6,097086E-1	1,181250E+3	5,457655E-1	1,181250E+3	4,883585E-1	1,181250E+3	4,497946E-1
1,182812E+3	6,400618E-1	1,182812E+3	6,076218E-1	1,182812E+3	5,436217E-1	1,182812E+3	4,860615E-1	1,182812E+3	4,349428E-1
1,184375E+3	6,406206E-1	1,184375E+3	6,137197E-1	1,184375E+3	5,483890E-1	1,184375E+3	4,912778E-1	1,184375E+3	4,403408E-1
1,185937E+3	6,451995E-1	1,185937E+3	6,136510E-1	1,185937E+3	5,555326E-1	1,185937E+3	4,889269E-1	1,185937E+3	4,513223E-1
1,187500E+3	6,464581E-1	1,187500E+3	6,150068E-1	1,187500E+3	5,553583E-1	1,187500E+3	4,813693E-1	1,187500E+3	4,536568E-1
1,189062E+3	6,515839E-1	1,189062E+3	6,207037E-1	1,189062E+3	5,609615E-1	1,189062E+3	4,936458E-1	1,189062E+3	4,479150E-1
1,190625E+3	6,513237E-1	1,190625E+3	6,198412E-1	1,190625E+3	5,613299E-1	1,190625E+3	4,906621E-1	1,190625E+3	4,517904E-1
1,192187E+3	6,535645E-1	1,192187E+3	6,198178E-1	1,192187E+3	5,499468E-1	1,192187E+3	4,844491E-1	1,192187E+3	4,483309E-1
1,193750E+3	6,573050E-1	1,193750E+3	6,227178E-1	1,193750E+3	5,527574E-1	1,193750E+3	4,882190E-1	1,193750E+3	4,445691E-1
1,195312E+3	6,569101E-1	1,195312E+3	6,272390E-1	1,195312E+3	5,576185E-1	1,195312E+3	4,887232E-1	1,195312E+3	4,419980E-1
1,196875E+3	6,497078E-1	1,196875E+3	6,228427E-1	1,196875E+3	5,560943E-1	1,196875E+3	4,872084E-1	1,196875E+3	4,408012E-1
1,198437E+3	6,527508E-1	1,198437E+3	6,210754E-1	1,198437E+3	5,601599E-1	1,198437E+3	4,864303E-1	1,198437E+3	4,356520E-1
1,200000E+3	6,565569E-1	1,200000E+3	6,243566E-1	1,200000E+3	5,622057E-1	1,200000E+3	4,947402E-1	1,200000E+3	4,531045E-1
1,201562E+3	6,589257E-1	1,201562E+3	6,283656E-1	1,201562E+3	5,567997E-1	1,201562E+3	4,977992E-1	1,201562E+3	4,522550E-1
1,203125E+3	6,560445E-1	1,203125E+3	6,303020E-1	1,203125E+3	5,561451E-1	1,203125E+3	5,017399E-1	1,203125E+3	4,437561E-1
1,204687E+3	6,586589E-1	1,204687E+3	6,364721E-1	1,204687E+3	5,614762E-1	1,204687E+3	5,035689E-1	1,204687E+3	4,552206E-1
1,206250E+3	6,631516E-1	1,206250E+3	6,369749E-1	1,206250E+3	5,651955E-1	1,206250E+3	5,079759E-1	1,206250E+3	4,548401E-1
1,207812E+3	6,614923E-1	1,207812E+3	6,354982E-1	1,207812E+3	5,699490E-1	1,207812E+3	5,051603E-1	1,207812E+3	4,494940E-1
1,209375E+3	6,596032E-1	1,209375E+3	6,340405E-1	1,209375E+3	5,702768E-1	1,209375E+3	5,031718E-1	1,209375E+3	4,560250E-1
1,210937E+3	6,548709E-1	1,210937E+3	6,298656E-1	1,210937E+3	5,659318E-1	1,210937E+3	5,001823E-1	1,210937E+3	4,457084E-1
1,212500E+3	6,612485E-1	1,212500E+3	6,345320E-1	1,212500E+3	5,717625E-1	1,212500E+3	5,171841E-1	1,212500E+3	4,544724E-1
1,214062E+3	6,702174E-1	1,214062E+3	6,413024E-1	1,214062E+3	5,754534E-1	1,214062E+3	5,227543E-1	1,214062E+3	4,607346E-1
1,215625E+3	6,671304E-1	1,215625E+3	6,341946E-1	1,215625E+3	5,710002E-1	1,215625E+3	5,094038E-1	1,215625E+3	4,525837E-1
1,217187E+3	6,637172E-1	1,217187E+3	6,332672E-1	1,217187E+3	5,662949E-1	1,217187E+3	5,101501E-1	1,217187E+3	4,436080E-1
1,218750E+3	6,588423E-1	1,218750E+3	6,373381E-1	1,218750E+3	5,764498E-1	1,218750E+3	5,107625E-1	1,218750E+3	4,487556E-1
1,220312E+3	6,667042E-1	1,220312E+3	6,399559E-1	1,220312E+3	5,770486E-1	1,220312E+3	5,078720E-1	1,220312E+3	4,543970E-1
1,221875E+3	6,627640E-1	1,221875E+3	6,365976E-1	1,221875E+3	5,728273E-1	1,221875E+3	4,999976E-1	1,221875E+3	4,574234E-1
1,223437E+3	6,600123E-1	1,223437E+3	6,357548E-1	1,223437E+3	5,741621E-1	1,223437E+3	5,026844E-1	1,223437E+3	4,478672E-1
1,225000E+3	6,580810E-1	1,225000E+3	6,368824E-1	1,225000E+3	5,666308E-1	1,225000E+3	5,046439E-1	1,225000E+3	4,509513E-1
1,226562E+3	6,623231E-1	1,226562E+3	6,400902E-1	1,226562E+3	5,675360E-1	1,226562E+3	5,006851E-1	1,226562E+3	4,459330E-1
1,228125E+3	6,657813E-1	1,228125E+3	6,391428E-1	1,228125E+3	5,702910E-1	1,228125E+3	5,062285E-1	1,228125E+3	4,505805E-1
1,229687E+3	6,613273E-1	1,229687E+3	6,354682E-1	1,229687E+3	5,726583E-1	1,229687E+3	5,005770E-1	1,229687E+3	4,613071E-1
1,231250E+3	6,592818E-1	1,231250E+3	6,341118E-1	1,231250E+3	5,702537E-1	1,231250E+3	4,991554E-1	1,231250E+3	4,561243E-1
1,232812E+3	6,650605E-1	1,232812E+3	6,361531E-1	1,232812E+3	5,793027E-1	1,232812E+3	5,033339E-1	1,232812E+3	4,533205E-1
1,234375E+3	6,601651E-1	1,234375E+3	6,389669E-1	1,234375E+3	5,839528E-1	1,234375E+3	5,079498E-1	1,234375E+3	4,540225E-1
1,235937E+3	6,632129E-1	1,235937E+3	6,358374E-1	1,235937E+3	5,750403E-1	1,235937E+3	5,119167E-1	1,235937E+3	4,574942E-1
1,237500E+3	6,629272E-1	1,237500E+3	6,320340E-1	1,237500E+3	5,713646E-1	1,237500E+3	5,102276E-1	1,237500E+3	4,386460E-1
1,239062E+3	6,578614E-1	1,239062E+3	6,360563E-1	1,239062E+3	5,715393E-1	1,239062E+3	5,061912E-1	1,239062E+3	4,478836E-1
1,240625E+3	6,618354E-1	1,240625E+3	6,404042E-1	1,240625E+3	5,824756E-1	1,240625E+3	5,088980E-1	1,240625E+3	4,589986E-1
1,242187E+3	6,641192E-1	1,242187E+3	6,382910E-1	1,242187E+3	5,781289E-1	1,242187E+3	5,099971E-1	1,242187E+3	4,591609E-1
1,243750E+3	6,594098E-1	1,243750E+3	6,367338E-1	1,243750E+3	5,732159E-1	1,243750E+3	5,115783E-1	1,243750E+3	4,459869E-1
1,245312E+3	6,459124E-1	1,245312E+3	6,346019E-1	1,245312E+3	5,768257E-1	1,245312E+3	5,016605E-1	1,245312E+3	4,540171E-1
1,246875E+3	6,594588E-1	1,246875E+3	6,338233E-1	1,246875E+3	5,780778E-1	1,246875E+3	5,059576E-1	1,246875E+3	4,616892E-1
1,248437E+3	6,532899E-1	1,248437E+3	6,350278E-1	1,248437E+3	5,809532E-1	1,248437E+3	5,115772E-1	1,248437E+3	4,726425E-1
1,250000E+3	6,471653E-1	1,250000E+3	6,319485E-1	1,250000E+3	5,829963E-1	1,250000E+3	5,082925E-1	1,250000E+3	4,607516E-1
1,251562E+3	6,565447E-1	1,251562E+3	6,350512E-1	1,251562E+3	5,799739E-1	1,251562E+3	5,071969E-1	1,251562E+3	4,597048E-1
1,253125E+3	6,501107E-1	1,253125E+3	6,317267E-1	1,253125E+3	5,756597E-1	1,253125E+3	5,049279E-1	1,253125E+3	4,542412E-1
1,254687E+3	6,469581E-1	1,254687E+3	6,301270E-1	1,254687E+3	5,707344E-1	1,254687E+3	5,084304E-1	1,254687E+3	4,441070E-1
1,256250E+3	6,523351E-1	1,256250E+3	6,345522E-1	1,256250E+3	5,784397E-1	1,256250E+3	5,153029E-1	1,256250E+3	4,572572E-1
1,257812E+3	6,510810E-1	1,257812E+3	6,351129E-1	1,257812E+3	5,845464E-1	1,257812E+3	5,227558E-1	1,257812E+3	4,782355E-1
1,259375E+3	6,496027E-1	1,259375E+3	6,344965E-1	1,259375E+3	5,820199E-1	1,259375E+3	5,220013E-1	1,259375E+3	4,706875E-1
1,260937E+3	6,505471E-1	1,260937E+3	6,372238E-1	1,260937E+3	5,876941E-1	1,260937E+3	5,159171E-1	1,260937E+3	4,645944E-1
1,262500E+3	6,455945E-1	1,262500E+3	6,295641E-1	1,262500E+3	5,853133E-1	1,262500E+3	5,089665E-1	1,262500E+3	4,534127E-1
1,264062E+3	6,399375E-1	1,264062E+3	6,290276E-1	1,264062E+3	5,822067E-1	1,264062E+3	5,127148E-1	1,264062E+3	4,579830E-1
1,265625E+3	6,402856E-1	1,265625E+3	6,305028E-1	1,265625E+3	5,850994E-1	1,265625E+3	5,220605E-1	1,265625E+3	4,614210E-1
1,267187E+3	6,418275E-1	1,267187E+3	6,316823E-1	1,267187E+3	5,863843E-1	1,267187E+3	5,202877E-1	1,267187E+3	4,613309E-1
1,268750E+3	6,394076E-1	1,268750E+3	6,293944E-1	1,268750E+3	5,818530E-1	1,268750E+3	5,145593E-1	1,268750E+3	4,600379E-1
1,270312E+3	6,333338E-1	1,270312E+3	6,295156E-1	1,270312E+3	5,856572E-1	1,270312E+3	5,143073E-1	1,270312E+3	4,541575E-1
1,271875E+3	6,320741E-1	1,271875E+3	6,234609E-1	1,271875E+3	5,785395E-1	1,271875E+3	5,097087E-1	1,271875E+3	4,546612E-1
1,273437E+3	6,335926E-1	1,273437E+3	6,190043E-1	1,273437E+3	5,743588E-1	1,273437E+3	5,074852E-1	1,273437E+3	4,525039E-1
1,275000E+3	6,396440E-1	1,275000E+3	6,226625E-1	1,275000E+3	5,752543E-1	1,275000E+3	5,166242E-1	1,275000E+3	4,618648E-1
1,276562E+3	6,389947E-1	1,276562E+3	6,237201E-1	1,276562E+3	5,814550E-1	1,276562E+3	5,261715E-1	1,276562E+3	4,617415E-1
1,278125E+3	6,261354E-1	1,278125E+3	6,149134E-1	1,278125E+3	5,771588E-1	1,278125E+3	5,171449E-1	1,278125E+3	4,541460E-1
1,279687E+3	6,182471E-1	1,279687E+3	6,116415E-1	1,279687E+3	5,691584E-1	1,279687E+3	5,103681E-1	1,279687E+3	4,541498E-1
1,281250E+3	6,244097E-1	1,281250E+3	6,136611E-1	1,281250E+3	5,758554E-1	1,281250E+3	5,093249E-1	1,281250E+3	4,601576E-1
1,282812E+3	6,208619E-1	1,282812E+3	6,124401E-1	1,282812E+3	5,747045E-1	1,282812E+3	5,086066E-1	1,282812E+3	4,560560E-1
1,284375E+3	6,237812E-1	1,284375E+3	6,117714E-1	1,284375E+3	5,721675E-1	1,284375E+3	5,097035E-1	1,284375E+3	4,477252E-1
1,285937E+3	6,151560E-1	1,285937E+3	6,042599E-1	1,285937E+3	5,721788E-1	1,285937E+3	5,029743E-1	1,285937E+3	4,456258E-1
1,287500E+3	6,155803E-1	1,287500E+3	6,059688E-1	1,287500E+3	5,726499E-1	1,287500E+3	5,104081E-1	1,287500E+3	4,553778E-1
1,289062E+3	6,182996E-1	1,289062E+3	6,115511E-1	1,289062E+3	5,751656E-1	1,289062E+3	5,163239E-1	1,289062E+3	4,624744E-1
1,290625E+3	6,137301E-1	1,290625E+3	6,082672E-1	1,290625E+3	5,725844E-1	1,290625E+3	5,134486E-1	1,290625E+3	4,619496E-1
1,292187E+3	6,139725E-1	1,292187E+3	6,087472E-1	1,292187E+3	5,752826E-1	1,292187E+3	5,101850E-1	1,292187E+3	4,589043E-1
1,293750E+3	6,082071E-1	1,293750E+3	6,002934E-1	1,293750E+3	5,651096E-1	1,293750E+3	5,022108E-1	1,293750E+3	4,406557E-1
1,295312E+3	6,111325E-1	1,295312E+3	6,017910E-1	1,295312E+3	5,733251E-1	1,295312E+3	5,106434E-1	1,295312E+3	4,557845E-1
1,296875E+3	6,076920E-1	1,296875E+3	6,058303E-1	1,296875E+3	5,713167E-1	1,296875E+3	5,113726E-1	1,296875E+3	4,677496E-1
1,298437E+3	6,037105E-1	1,298437E+3	6,014920E-1	1,298437E+3	5,716482E-1	1,298437E+3	5,033839E-1	1,298437E+3	4,639008E-1
1,300000E+3	5,958348E-1	1,300000E+3	5,915578E-1	1,300000E+3	5,697253E-1	1,300000E+3	5,044534E-1	1,300000E+3	4,591903E-1
1,301562E+3	5,947146E-1	1,301562E+3	5,901142E-1	1,301562E+3	5,697750E-1	1,301562E+3	5,044142E-1	1,301562E+3	4,540581E-1
1,303125E+3	6,040108E-1	1,303125E+3	5,924255E-1	1,303125E+3	5,648151E-1	1,303125E+3	5,107936E-1	1,303125E+3	4,555737E-1
1,304687E+3	6,026524E-1	1,304687E+3	5,912381E-1	1,304687E+3	5,669945E-1	1,304687E+3	5,124119E-1	1,304687E+3	4,558931E-1
1,306250E+3	5,977293E-1	1,306250E+3	5,929413E-1	1,306250E+3	5,669320E-1	1,306250E+3	5,149117E-1	1,306250E+3	4,553254E-1
1,307812E+3	5,981022E-1	1,307812E+3	5,917217E-1	1,307812E+3	5,667812E-1	1,307812E+3	5,089086E-1	1,307812E+3	4,560383E-1
1,309375E+3	5,866071E-1	1,309375E+3	5,843148E-1	1,309375E+3	5,641733E-1	1,309375E+3	4,954273E-1	1,309375E+3	4,638450E-1
1,310937E+3	5,918048E-1	1,310937E+3	5,905428E-1	1,310937E+3	5,681034E-1	1,310937E+3	5,104916E-1	1,310937E+3	4,675934E-1
1,312500E+3	5,873840E-1	1,312500E+3	5,839057E-1	1,312500E+3	5,612695E-1	1,312500E+3	5,086121E-1	1,312500E+3	4,649167E-1
1,314062E+3	5,907078E-1	1,314062E+3	5,824197E-1	1,314062E+3	5,638362E-1	1,314062E+3	5,124499E-1	1,314062E+3	4,585691E-1
1,315625E+3	5,888908E-1	1,315625E+3	5,829344E-1	1,315625E+3	5,650223E-1	1,315625E+3	5,073872E-1	1,315625E+3	4,538540E-1
1,317187E+3	5,877245E-1	1,317187E+3	5,810137E-1	1,317187E+3	5,631599E-1	1,317187E+3	5,050478E-1	1,317187E+3	4,548235E-1
1,318750E+3	5,818430E-1	1,318750E+3	5,799966E-1	1,318750E+3	5,582908E-1	1,318750E+3	5,088571E-1	1,318750E+3	4,606153E-1
1,320312E+3	5,738132E-1	1,320312E+3	5,749131E-1	1,320312E+3	5,546182E-1	1,320312E+3	5,066480E-1	1,320312E+3	4,574152E-1
1,321875E+3	5,714956E-1	1,321875E+3	5,709414E-1	1,321875E+3	5,597642E-1	1,321875E+3	5,015490E-1	1,321875E+3	4,551979E-1
1,323437E+3	5,736716E-1	1,323437E+3	5,721118E-1	1,323437E+3	5,628023E-1	1,323437E+3	5,046246E-1	1,323437E+3	4,674089E-1
1,325000E+3	5,646830E-1	1,325000E+3	5,647874E-1	1,325000E+3	5,526560E-1	1,325000E+3	5,093550E-1	1,325000E+3	4,690807E-1
1,326562E+3	5,613294E-1	1,326562E+3	5,709217E-1	1,326562E+3	5,579193E-1	1,326562E+3	5,166470E-1	1,326562E+3	4,688963E-1
1,328125E+3	5,664483E-1	1,328125E+3	5,712780E-1	1,328125E+3	5,618819E-1	1,328125E+3	5,089308E-1	1,328125E+3	4,702586E-1
1,329687E+3	5,652266E-1	1,329687E+3	5,626967E-1	1,329687E+3	5,541887E-1	1,329687E+3	5,026868E-1	1,329687E+3	4,552888E-1
1,331250E+3	5,680551E-1	1,331250E+3	5,623386E-1	1,331250E+3	5,546319E-1	1,331250E+3	4,999637E-1	1,331250E+3	4,483587E-1
1,332812E+3	5,656002E-1	1,332812E+3	5,624133E-1	1,332812E+3	5,513125E-1	1,332812E+3	5,021947E-1	1,332812E+3	4,482166E-1
1,334375E+3	5,486965E-1	1,334375E+3	5,564365E-1	1,334375E+3	5,508676E-1	1,334375E+3	5,044223E-1	1,334375E+3	4,592478E-1
1,335937E+3	5,475958E-1	1,335937E+3	5,545603E-1	1,335937E+3	5,467977E-1	1,335937E+3	5,090686E-1	1,335937E+3	4,557437E-1
1,337500E+3	5,577163E-1	1,337500E+3	5,585776E-1	1,337500E+3	5,527773E-1	1,337500E+3	5,006960E-1	1,337500E+3	4,604444E-1
1,339062E+3	5,600278E-1	1,339062E+3	5,543499E-1	1,339062E+3	5,491023E-1	1,339062E+3	4,988060E-1	1,339062E+3	4,543347E-1
1,340625E+3	5,597110E-1	1,340625E+3	5,553434E-1	1,340625E+3	5,532756E-1	1,340625E+3	5,106189E-1	1,340625E+3	4,641770E-1
1,342187E+3	5,462096E-1	1,342187E+3	5,431032E-1	1,342187E+3	5,468356E-1	1,342187E+3	4,917286E-1	1,342187E+3	4,615082E-1
1,343750E+3	5,355596E-1	1,343750E+3	5,439654E-1	1,343750E+3	5,488572E-1	1,343750E+3	4,944218E-1	1,343750E+3	4,520554E-1
1,345312E+3	5,378667E-1	1,345312E+3	5,433411E-1	1,345312E+3	5,467596E-1	1,345312E+3	4,988062E-1	1,345312E+3	4,514618E-1
1,346875E+3	5,459077E-1	1,346875E+3	5,460452E-1	1,346875E+3	5,498462E-1	1,346875E+3	5,064313E-1	1,346875E+3	4,564936E-1
1,348437E+3	5,524283E-1	1,348437E+3	5,509484E-1	1,348437E+3	5,497054E-1	1,348437E+3	5,110204E-1	1,348437E+3	4,839598E-1
1,350000E+3	5,572228E-1	1,350000E+3	5,473601E-1	1,350000E+3	5,439209E-1	1,350000E+3	5,099010E-1	1,350000E+3	4,757548E-1
1,351562E+3	5,423220E-1	1,351562E+3	5,415167E-1	1,351562E+3	5,457526E-1	1,351562E+3	5,087537E-1	1,351562E+3	4,618532E-1
1,353125E+3	5,277974E-1	1,353125E+3	5,416427E-1	1,353125E+3	5,464567E-1	1,353125E+3	5,065808E-1	1,353125E+3	4,594292E-1
1,354687E+3	5,359691E-1	1,354687E+3	5,446811E-1	1,354687E+3	5,410996E-1	1,354687E+3	5,115142E-1	1,354687E+3	4,627664E-1
1,356250E+3	5,260034E-1	1,356250E+3	5,402588E-1	1,356250E+3	5,384003E-1	1,356250E+3	5,007612E-1	1,356250E+3	4,662138E-1
1,357812E+3	5,271287E-1	1,357812E+3	5,379949E-1	1,357812E+3	5,421591E-1	1,357812E+3	4,928660E-1	1,357812E+3	4,705113E-1
1,359375E+3	5,324161E-1	1,359375E+3	5,355175E-1	1,359375E+3	5,419907E-1	1,359375E+3	5,058864E-1	1,359375E+3	4,674431E-1
1,360937E+3	5,303947E-1	1,360937E+3	5,326908E-1	1,360937E+3	5,387142E-1	1,360937E+3	4,957226E-1	1,360937E+3	4,535314E-1
1,362500E+3	5,287085E-1	1,362500E+3	5,281323E-1	1,362500E+3	5,356677E-1	1,362500E+3	4,829608E-1	1,362500E+3	4,541158E-1
1,364062E+3	5,206305E-1	1,364062E+3	5,269399E-1	1,364062E+3	5,273675E-1	1,364062E+3	4,804429E-1	1,364062E+3	4,625079E-1
1,365625E+3	5,225763E-1	1,365625E+3	5,318103E-1	1,365625E+3	5,309888E-1	1,365625E+3	5,089797E-1	1,365625E+3	4,677168E-1
1,367187E+3	5,282674E-1	1,367187E+3	5,313360E-1	1,367187E+3	5,372972E-1	1,367187E+3	4,987834E-1	1,367187E+3	4,644462E-1
1,368750E+3	5,213193E-1	1,368750E+3	5,237137E-1	1,368750E+3	5,297722E-1	1,368750E+3	4,901726E-1	1,368750E+3	4,574015E-1
1,370312E+3	5,145564E-1	1,370312E+3	5,208784E-1	1,370312E+3	5,263552E-1	1,370312E+3	4,854445E-1	1,370312E+3	4,487793E-1
1,371875E+3	5,153675E-1	1,371875E+3	5,186757E-1	1,371875E+3	5,274316E-1	1,371875E+3	4,899378E-1	1,371875E+3	4,462302E-1
1,373437E+3	5,239946E-1	1,373437E+3	5,216270E-1	1,373437E+3	5,275631E-1	1,373437E+3	4,923491E-1	1,373437E+3	4,476786E-1
1,375000E+3	5,165434E-1	1,375000E+3	5,239847E-1	1,375000E+3	5,282608E-1	1,375000E+3	4,928549E-1	1,375000E+3	4,608605E-1
1,376562E+3	5,049408E-1	1,376562E+3	5,152597E-1	1,376562E+3	5,184106E-1	1,376562E+3	4,892950E-1	1,376562E+3	4,529717E-1
1,378125E+3	5,033732E-1	1,378125E+3	5,111195E-1	1,378125E+3	5,234561E-1	1,378125E+3	4,910372E-1	1,378125E+3	4,575779E-1
1,379687E+3	5,048710E-1	1,379687E+3	5,113727E-1	1,379687E+3	5,248633E-1	1,379687E+3	4,900301E-1	1,379687E+3	4,653635E-1
1,381250E+3	5,033592E-1	1,381250E+3	5,105074E-1	1,381250E+3	5,265515E-1	1,381250E+3	5,039724E-1	1,381250E+3	4,593971E-1
1,382812E+3	5,141626E-1	1,382812E+3	5,091865E-1	1,382812E+3	5,294270E-1	1,382812E+3	4,986314E-1	1,382812E+3	4,497382E-1
1,384375E+3	5,085464E-1	1,384375E+3	5,057237E-1	1,384375E+3	5,200464E-1	1,384375E+3	4,926639E-1	1,384375E+3	4,460414E-1
1,385937E+3	5,116417E-1	1,385937E+3	5,004567E-1	1,385937E+3	5,226845E-1	1,385937E+3	4,761109E-1	1,385937E+3	4,565800E-1
1,387500E+3	5,144220E-1	1,387500E+3	5,069856E-1	1,387500E+3	5,262696E-1	1,387500E+3	4,846509E-1	1,387500E+3	4,709221E-1
1,389062E+3	5,045400E-1	1,389062E+3	5,066035E-1	1,389062E+3	5,235473E-1	1,389062E+3	4,903052E-1	1,389062E+3	4,665931E-1
1,390625E+3	4,949020E-1	1,390625E+3	4,980416E-1	1,390625E+3	5,144040E-1	1,390625E+3	4,918620E-1	1,390625E+3	4,464300E-1
1,392187E+3	4,908426E-1	1,392187E+3	4,985206E-1	1,392187E+3	5,136718E-1	1,392187E+3	4,886878E-1	1,392187E+3	4,601099E-1
1,393750E+3	4,842933E-1	1,393750E+3	4,998365E-1	1,393750E+3	5,157428E-1	1,393750E+3	4,982009E-1	1,393750E+3	4,683858E-1
1,395312E+3	4,807969E-1	1,395312E+3	4,942072E-1	1,395312E+3	5,144308E-1	1,395312E+3	4,926362E-1	1,395312E+3	4,413373E-1
1,396875E+3	4,805861E-1	1,396875E+3	4,957052E-1	1,396875E+3	5,113596E-1	1,396875E+3	4,799192E-1	1,396875E+3	4,522771E-1
1,398437E+3	4,986753E-1	1,398437E+3	5,011640E-1	1,398437E+3	5,116848E-1	1,398437E+3	4,758795E-1	1,398437E+3	4,515754E-1
1,400000E+3	5,054473E-1	1,400000E+3	4,960032E-1	1,400000E+3	5,064259E-1	1,400000E+3	4,766785E-1	1,400000E+3	4,500487E-1
1,401562E+3	4,871026E-1	1,401562E+3	4,860398E-1	1,401562E+3	5,071154E-1	1,401562E+3	4,837025E-1	1,401562E+3	4,358348E-1
1,403125E+3	4,864468E-1	1,403125E+3	4,884992E-1	1,403125E+3	5,051276E-1	1,403125E+3	4,870820E-1	1,403125E+3	4,451453E-1
1,404687E+3	4,827191E-1	1,404687E+3	4,911181E-1	1,404687E+3	5,063345E-1	1,404687E+3	4,834089E-1	1,404687E+3	4,495873E-1
1,406250E+3	4,801576E-1	1,406250E+3	4,880712E-1	1,406250E+3	5,092564E-1	1,406250E+3	4,798063E-1	1,406250E+3	4,551089E-1
1,407812E+3	4,789916E-1	1,407812E+3	4,870964E-1	1,407812E+3	5,072057E-1	1,407812E+3	4,798721E-1	1,407812E+3	4,610416E-1
1,409375E+3	4,889123E-1	1,409375E+3	4,866598E-1	1,409375E+3	5,049583E-1	1,409375E+3	4,854262E-1	1,409375E+3	4,538794E-1
1,410937E+3	4,705883E-1	1,410937E+3	4,795783E-1	1,410937E+3	5,003920E-1	1,410937E+3	4,769884E-1	1,410937E+3	4,308566E-1
1,412500E+3	4,719970E-1	1,412500E+3	4,786053E-1	1,412500E+3	5,001860E-1	1,412500E+3	4,767814E-1	1,412500E+3	4,402637E-1
1,414062E+3	4,755030E-1	1,414062E+3	4,801317E-1	1,414062E+3	4,999025E-1	1,414062E+3	4,801957E-1	1,414062E+3	4,470691E-1
1,415625E+3	4,783559E-1	1,415625E+3	4,828846E-1	1,415625E+3	4,977951E-1	1,415625E+3	4,711104E-1	1,415625E+3	4,375606E-1
1,417187E+3	4,801509E-1	1,417187E+3	4,832955E-1	1,417187E+3	5,005301E-1	1,417187E+3	4,908854E-1	1,417187E+3	4,593472E-1
1,418750E+3	4,767808E-1	1,418750E+3	4,805492E-1	1,418750E+3	5,047898E-1	1,418750E+3	4,729700E-1	1,418750E+3	4,472728E-1
1,420312E+3	4,703106E-1	1,420312E+3	4,798953E-1	1,420312E+3	4,976095E-1	1,420312E+3	4,710107E-1	1,420312E+3	4,627840E-1
1,421875E+3	4,725823E-1	1,421875E+3	4,781573E-1	1,421875E+3	4,959376E-1	1,421875E+3	4,702947E-1	1,421875E+3	4,620630E-1
1,423437E+3	4,730838E-1	1,423437E+3	4,720239E-1	1,423437E+3	4,970020E-1	1,423437E+3	4,722203E-1	1,423437E+3	4,510510E-1
