Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
7,234375E+2	1,075620E-1	7,234375E+2	-5,930826E-1
7,250000E+2	1,069899E-1	7,250000E+2	-5,932826E-1
7,265625E+2	1,066216E-1	7,265625E+2	-5,935203E-1
7,281250E+2	1,063184E-1	7,281250E+2	-5,938839E-1
7,296875E+2	1,061848E-1	7,296875E+2	-5,942751E-1
7,312500E+2	1,054349E-1	7,312500E+2	-5,946534E-1
7,328125E+2	1,048770E-1	7,328125E+2	-5,950830E-1
7,343750E+2	1,037984E-1	7,343750E+2	-5,958328E-1
7,359375E+2	1,029548E-1	7,359375E+2	-5,966074E-1
7,375000E+2	1,021786E-1	7,375000E+2	-5,971506E-1
7,390625E+2	1,015933E-1	7,390625E+2	-5,977364E-1
7,406250E+2	1,002904E-1	7,406250E+2	-5,983253E-1
7,421875E+2	9,920993E-2	7,421875E+2	-5,989639E-1
7,437500E+2	9,763133E-2	7,437500E+2	-5,995960E-1
7,453125E+2	9,631201E-2	7,453125E+2	-6,002758E-1
7,468750E+2	9,502374E-2	7,468750E+2	-6,007122E-1
7,484375E+2	9,396139E-2	7,484375E+2	-6,012066E-1
7,500000E+2	9,239699E-2	7,500000E+2	-6,015636E-1
7,515625E+2	9,107520E-2	7,515625E+2	-6,019942E-1
7,531250E+2	8,932932E-2	7,531250E+2	-6,023771E-1
7,546875E+2	8,784444E-2	7,546875E+2	-6,028254E-1
7,562500E+2	8,610450E-2	7,562500E+2	-6,028784E-1
7,578125E+2	8,462667E-2	7,578125E+2	-6,030254E-1
7,593750E+2	8,295266E-2	7,593750E+2	-6,030119E-1
7,609375E+2	8,152753E-2	7,609375E+2	-6,030986E-1
7,625000E+2	7,959381E-2	7,625000E+2	-6,030071E-1
7,640625E+2	7,794508E-2	7,640625E+2	-6,030234E-1
7,656250E+2	7,627485E-2	7,656250E+2	-6,026755E-1
7,671875E+2	7,487197E-2	7,671875E+2	-6,024541E-1
7,687500E+2	7,335668E-2	7,687500E+2	-6,020324E-1
7,703125E+2	7,208681E-2	7,703125E+2	-6,017433E-1
7,718750E+2	7,030977E-2	7,718750E+2	-6,012516E-1
7,734375E+2	6,881866E-2	7,734375E+2	-6,009056E-1
7,750000E+2	6,742521E-2	7,750000E+2	-6,002273E-1
7,765625E+2	6,628325E-2	7,765625E+2	-5,997072E-1
7,781250E+2	6,490438E-2	7,781250E+2	-5,989928E-1
7,796875E+2	6,378608E-2	7,796875E+2	-5,984355E-1
7,812500E+2	6,262016E-2	7,812500E+2	-5,974539E-1
7,828125E+2	6,168889E-2	7,828125E+2	-5,966590E-1
7,843750E+2	6,042859E-2	7,843750E+2	-5,958516E-1
7,859375E+2	5,944010E-2	7,859375E+2	-5,952308E-1
7,875000E+2	5,875511E-2	7,875000E+2	-5,944527E-1
7,890625E+2	5,828712E-2	7,890625E+2	-5,938498E-1
7,906250E+2	5,743861E-2	7,906250E+2	-5,931093E-1
7,921875E+2	5,683448E-2	7,921875E+2	-5,925591E-1
7,937500E+2	5,622678E-2	7,937500E+2	-5,919234E-1
7,953125E+2	5,585321E-2	7,953125E+2	-5,914705E-1
7,968750E+2	5,538072E-2	7,968750E+2	-5,908737E-1
7,984375E+2	5,513167E-2	7,984375E+2	-5,904648E-1
8,000000E+2	5,461578E-2	8,000000E+2	-5,900379E-1
8,015625E+2	5,435556E-2	8,015625E+2	-5,898018E-1
8,031250E+2	5,432603E-2	8,031250E+2	-5,895219E-1
8,046875E+2	5,450617E-2	8,046875E+2	-5,894138E-1
8,062500E+2	5,421446E-2	8,062500E+2	-5,892856E-1
8,078125E+2	5,416112E-2	8,078125E+2	-5,893464E-1
8,093750E+2	5,379329E-2	8,093750E+2	-5,894857E-1
8,109375E+2	5,369697E-2	8,109375E+2	-5,898075E-1
8,125000E+2	5,366162E-2	8,125000E+2	-5,900631E-1
8,140625E+2	5,386416E-2	8,140625E+2	-5,904912E-1
8,156250E+2	5,352394E-2	8,156250E+2	-5,909076E-1
8,171875E+2	5,347381E-2	8,171875E+2	-5,915160E-1
8,187500E+2	5,344168E-2	8,187500E+2	-5,921615E-1
8,203125E+2	5,366054E-2	8,203125E+2	-5,929788E-1
8,218750E+2	5,302109E-2	8,218750E+2	-5,937688E-1
8,234375E+2	5,271305E-2	8,234375E+2	-5,947648E-1
8,250000E+2	5,234094E-2	8,250000E+2	-5,956777E-1
8,265625E+2	5,228146E-2	8,265625E+2	-5,967938E-1
8,281250E+2	5,178685E-2	8,281250E+2	-5,979198E-1
8,296875E+2	5,161977E-2	8,296875E+2	-5,992453E-1
8,312500E+2	5,076009E-2	8,312500E+2	-6,002594E-1
8,328125E+2	5,026939E-2	8,328125E+2	-6,015322E-1
8,343750E+2	4,954792E-2	8,343750E+2	-6,027487E-1
8,359375E+2	4,917347E-2	8,359375E+2	-6,042213E-1
8,375000E+2	4,781649E-2	8,375000E+2	-6,055440E-1
8,390625E+2	4,685217E-2	8,390625E+2	-6,071854E-1
8,406250E+2	4,483084E-2	8,406250E+2	-6,086616E-1
8,421875E+2	4,329792E-2	8,421875E+2	-6,105170E-1
8,437500E+2	4,155981E-2	8,437500E+2	-6,117834E-1
8,453125E+2	4,024355E-2	8,453125E+2	-6,134609E-1
8,468750E+2	3,807849E-2	8,468750E+2	-6,147430E-1
8,484375E+2	3,639009E-2	8,484375E+2	-6,165040E-1
8,500000E+2	3,460120E-2	8,500000E+2	-6,175336E-1
8,515625E+2	3,321633E-2	8,515625E+2	-6,190695E-1
8,531250E+2	3,149039E-2	8,531250E+2	-6,200820E-1
8,546875E+2	3,012995E-2	8,546875E+2	-6,216235E-1
8,562500E+2	2,807752E-2	8,562500E+2	-6,223575E-1
8,578125E+2	2,635854E-2	8,578125E+2	-6,237187E-1
8,593750E+2	2,416264E-2	8,593750E+2	-6,244407E-1
8,609375E+2	2,226893E-2	8,609375E+2	-6,258344E-1
8,625000E+2	1,998351E-2	8,625000E+2	-6,262840E-1
8,640625E+2	1,792210E-2	8,640625E+2	-6,274644E-1
8,656250E+2	1,546198E-2	8,656250E+2	-6,277767E-1
8,671875E+2	1,316109E-2	8,671875E+2	-6,288659E-1
8,687500E+2	1,059694E-2	8,687500E+2	-6,289176E-1
8,703125E+2	8,089700E-3	8,703125E+2	-6,297895E-1
8,718750E+2	5,278643E-3	8,718750E+2	-6,298456E-1
8,734375E+2	2,491119E-3	8,734375E+2	-6,307460E-1
8,750000E+2	2,658370E-4	8,750000E+2	-6,304750E-1
8,765625E+2	-2,082827E-3	8,765625E+2	-6,309588E-1
8,781250E+2	-4,819679E-3	8,781250E+2	-6,305057E-1
8,796875E+2	-7,692564E-3	8,796875E+2	-6,308588E-1
8,812500E+2	-8,834764E-3	8,812500E+2	-6,304158E-1
8,828125E+2	-1,024631E-2	8,828125E+2	-6,305294E-1
8,843750E+2	-1,330008E-2	8,843750E+2	-6,297003E-1
8,859375E+2	-1,669053E-2	8,859375E+2	-6,296250E-1
8,875000E+2	-1,925909E-2	8,875000E+2	-6,287692E-1
8,890625E+2	-2,217573E-2	8,890625E+2	-6,285590E-1
8,906250E+2	-2,410068E-2	8,906250E+2	-6,277394E-1
8,921875E+2	-2,637418E-2	8,921875E+2	-6,274388E-1
8,937500E+2	-2,810606E-2	8,937500E+2	-6,262778E-1
8,953125E+2	-3,022832E-2	8,953125E+2	-6,255620E-1
8,968750E+2	-3,185058E-2	8,968750E+2	-6,243165E-1
8,984375E+2	-3,386795E-2	8,984375E+2	-6,234719E-1
9,000000E+2	-3,547478E-2	9,000000E+2	-6,223182E-1
9,015625E+2	-3,746224E-2	9,015625E+2	-6,215236E-1
9,031250E+2	-3,881338E-2	9,031250E+2	-6,201868E-1
9,046875E+2	-4,054074E-2	9,046875E+2	-6,191583E-1
9,062500E+2	-4,169705E-2	9,062500E+2	-6,179291E-1
9,078125E+2	-4,320800E-2	9,078125E+2	-6,169691E-1
9,093750E+2	-4,423630E-2	9,093750E+2	-6,156961E-1
9,109375E+2	-4,560833E-2	9,109375E+2	-6,146564E-1
9,125000E+2	-4,657320E-2	9,125000E+2	-6,132778E-1
9,140625E+2	-4,786035E-2	9,140625E+2	-6,121181E-1
9,156250E+2	-4,830683E-2	9,156250E+2	-6,110662E-1
9,171875E+2	-4,903780E-2	9,171875E+2	-6,101988E-1
9,187500E+2	-4,939426E-2	9,187500E+2	-6,091906E-1
9,203125E+2	-5,002672E-2	9,203125E+2	-6,083491E-1
9,218750E+2	-5,044761E-2	9,218750E+2	-6,073777E-1
9,234375E+2	-5,112218E-2	9,234375E+2	-6,065724E-1
9,250000E+2	-5,120036E-2	9,250000E+2	-6,058409E-1
9,265625E+2	-5,150942E-2	9,265625E+2	-6,052567E-1
9,281250E+2	-5,151987E-2	9,281250E+2	-6,046240E-1
9,296875E+2	-5,174993E-2	9,296875E+2	-6,041407E-1
9,312500E+2	-5,175740E-2	9,312500E+2	-6,038427E-1
9,328125E+2	-5,194532E-2	9,328125E+2	-6,036927E-1
9,343750E+2	-5,141996E-2	9,343750E+2	-6,034908E-1
9,359375E+2	-5,107791E-2	9,359375E+2	-6,034227E-1
9,375000E+2	-5,086237E-2	9,375000E+2	-6,035664E-1
9,390625E+2	-5,081577E-2	9,390625E+2	-6,038553E-1
9,406250E+2	-5,064968E-2	9,406250E+2	-6,041470E-1
9,421875E+2	-5,063387E-2	9,421875E+2	-6,045900E-1
9,437500E+2	-5,019647E-2	9,437500E+2	-6,051206E-1
9,453125E+2	-4,989592E-2	9,453125E+2	-6,057899E-1
9,468750E+2	-4,935444E-2	9,468750E+2	-6,064358E-1
9,484375E+2	-4,959790E-2	9,484375E+2	-6,073168E-1
9,500000E+2	-6,605161E-2	9,500000E+2	-6,111314E-1
9,515625E+2	-8,317534E-2	9,515625E+2	-6,160645E-1
9,531250E+2	-8,321830E-2	9,531250E+2	-6,176717E-1
9,546875E+2	-8,341839E-2	9,546875E+2	-6,194397E-1
9,562500E+2	-8,426415E-2	9,562500E+2	-6,212251E-1
9,578125E+2	-8,524349E-2	9,578125E+2	-6,231936E-1
9,593750E+2	-8,570845E-2	9,593750E+2	-6,249900E-1
9,609375E+2	-8,641008E-2	9,609375E+2	-6,269632E-1
9,625000E+2	-8,950912E-2	9,625000E+2	-6,291764E-1
9,640625E+2	-9,272817E-2	9,640625E+2	-6,316352E-1
9,656250E+2	-9,288007E-2	9,656250E+2	-6,335525E-1
9,671875E+2	-9,322388E-2	9,671875E+2	-6,356165E-1
9,687500E+2	-9,526422E-2	9,687500E+2	-6,376692E-1
9,703125E+2	-9,751451E-2	9,703125E+2	-6,399171E-1
9,718750E+2	-1,001644E-1	9,718750E+2	-6,419819E-1
9,734375E+2	-1,029549E-1	9,734375E+2	-6,442402E-1
9,750000E+2	-1,037688E-1	9,750000E+2	-6,460783E-1
9,765625E+2	-1,049606E-1	9,765625E+2	-6,480671E-1
9,781250E+2	-1,118813E-1	9,781250E+2	-6,503419E-1
9,796875E+2	-1,188579E-1	9,796875E+2	-6,528743E-1
9,812500E+2	-1,164602E-1	9,812500E+2	-6,542367E-1
9,828125E+2	-1,145382E-1	9,828125E+2	-6,556605E-1
9,843750E+2	-1,229141E-1	9,843750E+2	-6,577049E-1
9,859375E+2	-1,313921E-1	9,859375E+2	-6,599944E-1
9,875000E+2	-1,297574E-1	9,875000E+2	-6,613497E-1
9,890625E+2	-1,284252E-1	9,890625E+2	-6,627558E-1
9,906250E+2	-1,327016E-1	9,906250E+2	-6,642457E-1
9,921875E+2	-1,371965E-1	9,921875E+2	-6,658745E-1
9,937500E+2	-1,402607E-1	9,937500E+2	-6,670913E-1
9,953125E+2	-1,435490E-1	9,953125E+2	-6,684160E-1
9,968750E+2	-1,468840E-1	9,968750E+2	-6,695173E-1
9,984375E+2	-1,504668E-1	9,984375E+2	-6,707142E-1
1,000000E+3	-1,545366E-1	1,000000E+3	-6,715668E-1
1,001562E+3	-1,587830E-1	1,001562E+3	-6,725161E-1
1,003125E+3	-1,611560E-1	1,003125E+3	-6,733690E-1
1,004687E+3	-1,638376E-1	1,004687E+3	-6,742752E-1
1,006250E+3	-1,696176E-1	1,006250E+3	-6,746237E-1
1,007812E+3	-1,755382E-1	1,007812E+3	-6,750584E-1
1,009375E+3	-1,773038E-1	1,009375E+3	-6,756481E-1
1,010937E+3	-1,793310E-1	1,010937E+3	-6,762692E-1
1,012500E+3	-1,839697E-1	1,012500E+3	-6,763772E-1
1,014062E+3	-1,887790E-1	1,014062E+3	-6,765379E-1
1,015625E+3	-1,917353E-1	1,015625E+3	-6,766649E-1
1,017187E+3	-1,949139E-1	1,017187E+3	-6,768159E-1
1,018750E+3	-1,990644E-1	1,018750E+3	-6,765484E-1
1,020312E+3	-2,033939E-1	1,020312E+3	-6,763129E-1
1,021875E+3	-2,068768E-1	1,021875E+3	-6,760834E-1
1,023437E+3	-2,105436E-1	1,023437E+3	-6,758711E-1
1,025000E+3	-2,141587E-1	1,025000E+3	-6,754079E-1
1,026562E+3	-2,179644E-1	1,026562E+3	-6,749545E-1
1,028125E+3	-2,219570E-1	1,028125E+3	-6,742129E-1
1,029687E+3	-2,261022E-1	1,029687E+3	-6,734816E-1
1,031250E+3	-2,294314E-1	1,031250E+3	-6,727747E-1
1,032812E+3	-2,329226E-1	1,032812E+3	-6,720675E-1
1,034375E+3	-2,364485E-1	1,034375E+3	-6,711668E-1
1,035937E+3	-2,401330E-1	1,035937E+3	-6,702611E-1
1,037500E+3	-2,437974E-1	1,037500E+3	-6,691193E-1
1,039062E+3	-2,475994E-1	1,039062E+3	-6,679739E-1
1,040625E+3	-2,509482E-1	1,040625E+3	-6,667997E-1
1,042187E+3	-2,544451E-1	1,042187E+3	-6,656104E-1
1,043750E+3	-2,580870E-1	1,043750E+3	-6,641344E-1
1,045312E+3	-2,618512E-1	1,045312E+3	-6,626466E-1
1,046875E+3	-2,651499E-1	1,046875E+3	-6,611409E-1
1,048437E+3	-2,685666E-1	1,048437E+3	-6,596248E-1
1,050000E+3	-2,717143E-1	1,050000E+3	-6,580824E-1
1,051562E+3	-2,749885E-1	1,051562E+3	-6,565188E-1
1,053125E+3	-2,784461E-1	1,053125E+3	-6,546752E-1
1,054687E+3	-2,820286E-1	1,054687E+3	-6,528041E-1
1,056250E+3	-2,857546E-1	1,056250E+3	-6,506235E-1
1,057812E+3	-2,895554E-1	1,057812E+3	-6,484382E-1
1,059375E+3	-2,923378E-1	1,059375E+3	-6,466341E-1
1,060937E+3	-2,951403E-1	1,060937E+3	-6,448513E-1
1,062500E+3	-2,960943E-1	1,062500E+3	-6,438507E-1
1,064062E+3	-2,971609E-1	1,064062E+3	-6,428238E-1
1,065625E+3	-2,992870E-1	1,065625E+3	-6,411554E-1
1,067187E+3	-3,015281E-1	1,067187E+3	-6,394554E-1
1,068750E+3	-3,046333E-1	1,068750E+3	-6,371167E-1
1,070312E+3	-3,077876E-1	1,070312E+3	-6,347802E-1
1,071875E+3	-3,100937E-1	1,071875E+3	-6,328451E-1
1,073437E+3	-3,125241E-1	1,073437E+3	-6,308674E-1
1,075000E+3	-3,162116E-1	1,075000E+3	-6,279845E-1
1,076562E+3	-3,199373E-1	1,076562E+3	-6,250983E-1
1,078125E+3	-3,226684E-1	1,078125E+3	-6,226145E-1
1,079687E+3	-3,254061E-1	1,079687E+3	-6,201579E-1
1,081250E+3	-3,266785E-1	1,081250E+3	-6,185789E-1
1,082812E+3	-3,280088E-1	1,082812E+3	-6,169934E-1
1,084375E+3	-3,294697E-1	1,084375E+3	-6,152040E-1
1,085937E+3	-3,309761E-1	1,085937E+3	-6,134198E-1
1,087500E+3	-3,323869E-1	1,087500E+3	-6,117259E-1
1,089062E+3	-3,338152E-1	1,089062E+3	-6,100511E-1
1,090625E+3	-3,345305E-1	1,090625E+3	-6,087259E-1
1,092187E+3	-3,352853E-1	1,092187E+3	-6,074060E-1
1,093750E+3	-3,360247E-1	1,093750E+3	-6,060434E-1
1,095312E+3	-3,372953E-1	1,095312E+3	-6,043343E-1
1,096875E+3	-3,503940E-1	1,096875E+3	-5,939764E-1
1,098437E+3	-3,631947E-1	1,098437E+3	-5,835686E-1
1,100000E+3	-3,693076E-1	1,100000E+3	-5,780237E-1
1,101562E+3	-3,749906E-1	1,101562E+3	-5,728042E-1
1,103125E+3	-3,696406E-1	1,103125E+3	-5,762867E-1
1,104687E+3	-3,642603E-1	1,104687E+3	-5,797168E-1
1,106250E+3	-3,589538E-1	1,106250E+3	-5,830187E-1
1,107812E+3	-3,536228E-1	1,107812E+3	-5,862683E-1
1,109375E+3	-3,484504E-1	1,109375E+3	-5,893552E-1
1,110937E+3	-3,432709E-1	1,110937E+3	-5,923833E-1
1,112500E+3	-3,386050E-1	1,112500E+3	-5,950155E-1
1,114062E+3	-3,349375E-1	1,114062E+3	-5,968873E-1
1,115625E+3	-3,556050E-1	1,115625E+3	-5,809942E-1
1,117187E+3	-3,750758E-1	1,117187E+3	-5,652340E-1
1,118750E+3	-3,730214E-1	1,118750E+3	-5,662305E-1
1,120312E+3	-3,711229E-1	1,120312E+3	-5,671052E-1
1,121875E+3	-3,729485E-1	1,121875E+3	-5,649608E-1
1,123437E+3	-3,748252E-1	1,123437E+3	-5,628081E-1
1,125000E+3	-3,775557E-1	1,125000E+3	-5,599060E-1
1,126562E+3	-3,802334E-1	1,126562E+3	-5,570803E-1
1,128125E+3	-3,813929E-1	1,128125E+3	-5,554932E-1
1,129687E+3	-3,825689E-1	1,129687E+3	-5,539280E-1
1,131250E+3	-3,838856E-1	1,131250E+3	-5,522154E-1
1,132812E+3	-3,852191E-1	1,132812E+3	-5,505211E-1
1,134375E+3	-3,867546E-1	1,134375E+3	-5,485309E-1
1,135937E+3	-3,883114E-1	1,135937E+3	-5,465595E-1
1,137500E+3	-3,902462E-1	1,137500E+3	-5,442490E-1
1,139062E+3	-3,921690E-1	1,139062E+3	-5,419832E-1
1,140625E+3	-3,937617E-1	1,140625E+3	-5,399011E-1
1,142187E+3	-3,953574E-1	1,142187E+3	-5,378530E-1
1,143750E+3	-3,970022E-1	1,143750E+3	-5,356954E-1
1,145312E+3	-3,986486E-1	1,145312E+3	-5,335702E-1
1,146875E+3	-4,003624E-1	1,146875E+3	-5,312195E-1
1,148437E+3	-4,020690E-1	1,148437E+3	-5,289131E-1
1,150000E+3	-4,036890E-1	1,150000E+3	-5,265982E-1
1,151562E+3	-4,053019E-1	1,151562E+3	-5,243272E-1
1,153125E+3	-4,068775E-1	1,153125E+3	-5,219606E-1
1,154687E+3	-4,084449E-1	1,154687E+3	-5,196380E-1
1,156250E+3	-4,099736E-1	1,156250E+3	-5,171410E-1
1,157812E+3	-4,114911E-1	1,157812E+3	-5,146963E-1
1,159375E+3	-4,129556E-1	1,159375E+3	-5,121964E-1
1,160937E+3	-4,144051E-1	1,160937E+3	-5,097511E-1
1,162500E+3	-4,157236E-1	1,162500E+3	-5,072314E-1
1,164062E+3	-4,170312E-1	1,164062E+3	-5,047645E-1
1,165625E+3	-4,183233E-1	1,165625E+3	-5,020967E-1
1,167187E+3	-4,196049E-1	1,167187E+3	-4,994854E-1
1,168750E+3	-4,209099E-1	1,168750E+3	-4,966637E-1
1,170312E+3	-4,221892E-1	1,170312E+3	-4,939187E-1
1,171875E+3	-4,231573E-1	1,171875E+3	-4,913291E-1
1,173437E+3	-4,241218E-1	1,173437E+3	-4,887953E-1
1,175000E+3	-4,252483E-1	1,175000E+3	-4,859160E-1
1,176562E+3	-4,263491E-1	1,176562E+3	-4,831146E-1
1,178125E+3	-4,271327E-1	1,178125E+3	-4,803152E-1
1,179687E+3	-4,279075E-1	1,179687E+3	-4,775853E-1
1,181250E+3	-4,287019E-1	1,181250E+3	-4,746384E-1
1,182812E+3	-4,294740E-1	1,182812E+3	-4,717832E-1
1,184375E+3	-4,299613E-1	1,184375E+3	-4,691107E-1
1,185937E+3	-4,304401E-1	1,185937E+3	-4,665107E-1
1,187500E+3	-4,308928E-1	1,187500E+3	-4,636516E-1
1,189062E+3	-4,313332E-1	1,189062E+3	-4,608748E-1
1,190625E+3	-4,316255E-1	1,190625E+3	-4,579605E-1
1,192187E+3	-4,319121E-1	1,192187E+3	-4,551334E-1
1,193750E+3	-4,321710E-1	1,193750E+3	-4,522070E-1
1,195312E+3	-4,324187E-1	1,195312E+3	-4,493746E-1
1,196875E+3	-4,324795E-1	1,196875E+3	-4,465097E-1
1,198437E+3	-4,325345E-1	1,198437E+3	-4,437361E-1
1,200000E+3	-4,324631E-1	1,200000E+3	-4,408311E-1
1,201562E+3	-4,323809E-1	1,201562E+3	-4,380361E-1
1,203125E+3	-4,320017E-1	1,203125E+3	-4,355045E-1
1,204687E+3	-4,316328E-1	1,204687E+3	-4,330471E-1
1,206250E+3	-4,313664E-1	1,206250E+3	-4,301120E-1
1,207812E+3	-4,310967E-1	1,207812E+3	-4,272866E-1
1,209375E+3	-4,305910E-1	1,209375E+3	-4,245652E-1
1,210937E+3	-4,300900E-1	1,210937E+3	-4,219426E-1
1,212500E+3	-4,294678E-1	1,212500E+3	-4,192534E-1
1,214062E+3	-4,288458E-1	1,214062E+3	-4,166804E-1
1,215625E+3	-4,279017E-1	1,215625E+3	-4,144164E-1
1,217187E+3	-4,269836E-1	1,217187E+3	-4,122126E-1
1,218750E+3	-4,262968E-1	1,218750E+3	-4,091955E-1
1,220312E+3	-4,256273E-1	1,220312E+3	-4,062858E-1
1,221875E+3	-4,249241E-1	1,221875E+3	-4,031981E-1
1,223437E+3	-4,242423E-1	1,223437E+3	-4,002068E-1
1,225000E+3	-4,235475E-1	1,225000E+3	-3,966877E-1
1,226562E+3	-4,229263E-1	1,226562E+3	-3,931934E-1
1,228125E+3	-4,234300E-1	1,228125E+3	-3,871744E-1
1,229687E+3	-4,238653E-1	1,229687E+3	-3,815268E-1
1,231250E+3	-4,223148E-1	1,231250E+3	-3,796556E-1
1,232812E+3	-4,207866E-1	1,232812E+3	-3,778946E-1
1,234375E+3	-4,190324E-1	1,234375E+3	-3,765763E-1
1,235937E+3	-4,173061E-1	1,235937E+3	-3,753280E-1
1,237500E+3	-4,155363E-1	1,237500E+3	-3,738729E-1
1,239062E+3	-4,137948E-1	1,239062E+3	-3,725066E-1
1,240625E+3	-4,119369E-1	1,240625E+3	-3,712992E-1
1,242187E+3	-4,101100E-1	1,242187E+3	-3,701650E-1
1,243750E+3	-4,082684E-1	1,243750E+3	-3,689373E-1
1,245312E+3	-4,064575E-1	1,245312E+3	-3,677908E-1
1,246875E+3	-4,045960E-1	1,246875E+3	-3,667117E-1
1,248437E+3	-4,027633E-1	1,248437E+3	-3,657182E-1
1,250000E+3	-4,008610E-1	1,250000E+3	-3,649480E-1
1,251562E+3	-3,989858E-1	1,251562E+3	-3,642480E-1
1,253125E+3	-3,970870E-1	1,253125E+3	-3,635635E-1
1,254687E+3	-3,952159E-1	1,254687E+3	-3,629571E-1
1,256250E+3	-3,933519E-1	1,256250E+3	-3,625665E-1
1,257812E+3	-3,915106E-1	1,257812E+3	-3,622439E-1
1,259375E+3	-3,896891E-1	1,259375E+3	-3,620134E-1
1,260937E+3	-3,878907E-1	1,260937E+3	-3,618526E-1
1,262500E+3	-3,862022E-1	1,262500E+3	-3,618573E-1
1,264062E+3	-3,845314E-1	1,264062E+3	-3,619282E-1
1,265625E+3	-3,829889E-1	1,265625E+3	-3,621181E-1
1,267187E+3	-3,814597E-1	1,267187E+3	-3,623715E-1
1,268750E+3	-3,801027E-1	1,268750E+3	-3,626844E-1
1,270312E+3	-3,787536E-1	1,270312E+3	-3,630702E-1
1,271875E+3	-3,775843E-1	1,271875E+3	-3,636966E-1
1,273437E+3	-3,764172E-1	1,273437E+3	-3,643869E-1
1,275000E+3	-3,754969E-1	1,275000E+3	-3,651426E-1
1,276562E+3	-3,745780E-1	1,276562E+3	-3,659631E-1
1,278125E+3	-3,740631E-1	1,278125E+3	-3,668036E-1
1,279687E+3	-3,735354E-1	1,279687E+3	-3,677176E-1
1,281250E+3	-3,732756E-1	1,281250E+3	-3,687241E-1
1,282812E+3	-3,729982E-1	1,282812E+3	-3,698039E-1
1,284375E+3	-3,730714E-1	1,284375E+3	-3,709237E-1
1,285937E+3	-3,731204E-1	1,285937E+3	-3,721112E-1
1,287500E+3	-3,735668E-1	1,287500E+3	-3,731050E-1
1,289062E+3	-3,739738E-1	1,289062E+3	-3,741756E-1
1,290625E+3	-3,745733E-1	1,290625E+3	-3,750630E-1
1,292187E+3	-3,751299E-1	1,292187E+3	-3,760360E-1
1,293750E+3	-3,758679E-1	1,293750E+3	-3,768949E-1
1,295312E+3	-3,765488E-1	1,295312E+3	-3,778371E-1
1,296875E+3	-3,771665E-1	1,296875E+3	-3,785076E-1
1,298437E+3	-3,777284E-1	1,298437E+3	-3,792700E-1
1,300000E+3	-3,781818E-1	1,300000E+3	-3,798524E-1
1,301562E+3	-3,785741E-1	1,301562E+3	-3,805398E-1
1,303125E+3	-3,786412E-1	1,303125E+3	-3,813026E-1
1,304687E+3	-3,786741E-1	1,304687E+3	-3,821544E-1
1,306250E+3	-3,789089E-1	1,306250E+3	-3,828806E-1
1,307812E+3	-3,791134E-1	1,307812E+3	-3,837088E-1
1,309375E+3	-3,797118E-1	1,309375E+3	-3,845925E-1
1,310937E+3	-3,802814E-1	1,310937E+3	-3,855791E-1
1,312500E+3	-3,815687E-1	1,312500E+3	-3,865537E-1
1,314062E+3	-3,827907E-1	1,314062E+3	-3,876491E-1
1,315625E+3	-3,843200E-1	1,315625E+3	-3,889423E-1
1,317187E+3	-3,857819E-1	1,317187E+3	-3,903329E-1
1,318750E+3	-3,877789E-1	1,318750E+3	-3,914177E-1
1,320312E+3	-3,896881E-1	1,320312E+3	-3,926139E-1
1,321875E+3	-3,919697E-1	1,321875E+3	-3,935251E-1
1,323437E+3	-3,941330E-1	1,323437E+3	-3,945723E-1
1,325000E+3	-3,961689E-1	1,325000E+3	-3,956378E-1
1,326562E+3	-3,981241E-1	1,326562E+3	-3,968043E-1
1,328125E+3	-4,007797E-1	1,328125E+3	-3,972224E-1
1,329687E+3	-4,033300E-1	1,329687E+3	-3,977787E-1
1,331250E+3	-4,064009E-1	1,331250E+3	-3,977398E-1
1,332812E+3	-4,092922E-1	1,332812E+3	-3,979071E-1
1,334375E+3	-4,112634E-1	1,334375E+3	-3,984607E-1
1,335937E+3	-4,131534E-1	1,335937E+3	-3,991470E-1
1,337500E+3	-4,157827E-1	1,337500E+3	-3,991289E-1
1,339062E+3	-4,182713E-1	1,339062E+3	-3,993052E-1
1,340625E+3	-4,205478E-1	1,340625E+3	-3,993703E-1
1,342187E+3	-4,227037E-1	1,342187E+3	-3,996214E-1
1,343750E+3	-4,249085E-1	1,343750E+3	-3,995787E-1
1,345312E+3	-4,270054E-1	1,345312E+3	-3,997237E-1
1,346875E+3	-4,293974E-1	1,346875E+3	-3,993589E-1
1,348437E+3	-4,316701E-1	1,348437E+3	-3,992093E-1
1,350000E+3	-4,340958E-1	1,350000E+3	-3,986295E-1
1,351562E+3	-4,364009E-1	1,351562E+3	-3,982829E-1
1,353125E+3	-4,388204E-1	1,353125E+3	-3,974650E-1
1,354687E+3	-4,411063E-1	1,354687E+3	-3,969185E-1
1,356250E+3	-4,431501E-1	1,356250E+3	-3,963039E-1
1,357812E+3	-4,450799E-1	1,357812E+3	-3,959468E-1
1,359375E+3	-4,469099E-1	1,359375E+3	-3,953204E-1
1,360937E+3	-4,486471E-1	1,360937E+3	-3,949491E-1
1,362500E+3	-4,505591E-1	1,362500E+3	-3,941270E-1
1,364062E+3	-4,523738E-1	1,364062E+3	-3,935762E-1
1,365625E+3	-4,542311E-1	1,365625E+3	-3,924051E-1
