Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
9,140625E+2	-6,333107E-2	9,140625E+2	-7,139024E-1	9,140625E+2	-6,996294E-2	9,140625E+2	-7,133786E-1	9,140625E+2	-6,975076E-2	9,140625E+2	-7,143410E-1	9,140625E+2	-7,010242E-2	9,140625E+2	-7,074511E-1
9,156250E+2	-8,355299E-2	9,156250E+2	-7,029280E-1	9,156250E+2	-8,312268E-2	9,156250E+2	-7,067970E-1	9,156250E+2	-8,401639E-2	9,156250E+2	-7,048039E-1	9,156250E+2	-8,282438E-2	9,156250E+2	-7,014274E-1
9,171875E+2	-9,878502E-2	9,171875E+2	-7,025013E-1	9,171875E+2	-9,795630E-2	9,171875E+2	-6,993205E-1	9,171875E+2	-1,005164E-1	9,171875E+2	-6,978481E-1	9,171875E+2	-9,774157E-2	9,171875E+2	-6,953874E-1
9,187500E+2	-1,154837E-1	9,187500E+2	-6,928758E-1	9,187500E+2	-1,166711E-1	9,187500E+2	-6,940805E-1	9,187500E+2	-1,142440E-1	9,187500E+2	-6,897371E-1	9,187500E+2	-1,125431E-1	9,187500E+2	-6,914600E-1
9,203125E+2	-1,230093E-1	9,203125E+2	-6,878978E-1	9,203125E+2	-1,282219E-1	9,203125E+2	-6,885758E-1	9,203125E+2	-1,331913E-1	9,203125E+2	-6,839428E-1	9,203125E+2	-1,305008E-1	9,203125E+2	-6,813962E-1
9,218750E+2	-1,390526E-1	9,218750E+2	-6,771086E-1	9,218750E+2	-1,424090E-1	9,218750E+2	-6,752731E-1	9,218750E+2	-1,477817E-1	9,218750E+2	-6,729443E-1	9,218750E+2	-1,446163E-1	9,218750E+2	-6,706410E-1
9,234375E+2	-1,590131E-1	9,234375E+2	-6,630224E-1	9,234375E+2	-1,622542E-1	9,234375E+2	-6,641330E-1	9,234375E+2	-1,600674E-1	9,234375E+2	-6,657163E-1	9,234375E+2	-1,581846E-1	9,234375E+2	-6,595961E-1
9,250000E+2	-1,702508E-1	9,250000E+2	-6,587080E-1	9,250000E+2	-1,780995E-1	9,250000E+2	-6,573577E-1	9,250000E+2	-1,793080E-1	9,250000E+2	-6,552729E-1	9,250000E+2	-1,709339E-1	9,250000E+2	-6,474484E-1
9,265625E+2	-1,884494E-1	9,265625E+2	-6,533699E-1	9,265625E+2	-1,907169E-1	9,265625E+2	-6,486311E-1	9,265625E+2	-1,929684E-1	9,265625E+2	-6,487265E-1	9,265625E+2	-1,897064E-1	9,265625E+2	-6,391297E-1
9,281250E+2	-2,021235E-1	9,281250E+2	-6,423507E-1	9,281250E+2	-2,070680E-1	9,281250E+2	-6,357795E-1	9,281250E+2	-2,080003E-1	9,281250E+2	-6,386304E-1	9,281250E+2	-2,049954E-1	9,281250E+2	-6,276709E-1
9,296875E+2	-2,142882E-1	9,296875E+2	-6,230884E-1	9,296875E+2	-2,176483E-1	9,296875E+2	-6,239277E-1	9,296875E+2	-2,222678E-1	9,296875E+2	-6,251687E-1	9,296875E+2	-2,205660E-1	9,296875E+2	-6,180293E-1
9,312500E+2	-2,327392E-1	9,312500E+2	-6,107953E-1	9,312500E+2	-2,342240E-1	9,312500E+2	-6,153837E-1	9,312500E+2	-2,369421E-1	9,312500E+2	-6,108711E-1	9,312500E+2	-2,329606E-1	9,312500E+2	-6,091115E-1
9,328125E+2	-2,441920E-1	9,328125E+2	-6,071801E-1	9,328125E+2	-2,504781E-1	9,328125E+2	-6,053835E-1	9,328125E+2	-2,481118E-1	9,328125E+2	-5,986980E-1	9,328125E+2	-2,480405E-1	9,328125E+2	-5,980038E-1
9,343750E+2	-2,676239E-1	9,343750E+2	-5,925357E-1	9,343750E+2	-2,668234E-1	9,343750E+2	-5,860935E-1	9,343750E+2	-2,670416E-1	9,343750E+2	-5,860628E-1	9,343750E+2	-2,647224E-1	9,343750E+2	-5,845055E-1
9,359375E+2	-2,832339E-1	9,359375E+2	-5,783845E-1	9,359375E+2	-2,813629E-1	9,359375E+2	-5,735798E-1	9,359375E+2	-2,838192E-1	9,359375E+2	-5,733766E-1	9,359375E+2	-2,790413E-1	9,359375E+2	-5,686332E-1
9,375000E+2	-2,974240E-1	9,375000E+2	-5,651220E-1	9,375000E+2	-2,915419E-1	9,375000E+2	-5,631748E-1	9,375000E+2	-2,951766E-1	9,375000E+2	-5,643473E-1	9,375000E+2	-2,905986E-1	9,375000E+2	-5,604515E-1
9,390625E+2	-3,102617E-1	9,390625E+2	-5,540923E-1	9,390625E+2	-3,107096E-1	9,390625E+2	-5,497531E-1	9,390625E+2	-3,126707E-1	9,390625E+2	-5,443324E-1	9,390625E+2	-3,109362E-1	9,390625E+2	-5,413578E-1
9,406250E+2	-3,201879E-1	9,406250E+2	-5,367657E-1	9,406250E+2	-3,255277E-1	9,406250E+2	-5,323197E-1	9,406250E+2	-3,271675E-1	9,406250E+2	-5,316672E-1	9,406250E+2	-3,211084E-1	9,406250E+2	-5,270835E-1
9,421875E+2	-3,300740E-1	9,421875E+2	-5,187654E-1	9,421875E+2	-3,386447E-1	9,421875E+2	-5,183727E-1	9,421875E+2	-3,393029E-1	9,421875E+2	-5,170105E-1	9,421875E+2	-3,314205E-1	9,421875E+2	-5,164444E-1
9,437500E+2	-3,496374E-1	9,437500E+2	-5,041051E-1	9,437500E+2	-3,443529E-1	9,437500E+2	-5,009100E-1	9,437500E+2	-3,509989E-1	9,437500E+2	-4,995528E-1	9,437500E+2	-3,460550E-1	9,437500E+2	-4,945497E-1
9,453125E+2	-3,644785E-1	9,453125E+2	-4,879665E-1	9,453125E+2	-3,650037E-1	9,453125E+2	-4,797171E-1	9,453125E+2	-3,652873E-1	9,453125E+2	-4,827979E-1	9,453125E+2	-3,590188E-1	9,453125E+2	-4,747964E-1
9,468750E+2	-3,752415E-1	9,468750E+2	-4,730656E-1	9,468750E+2	-3,766339E-1	9,468750E+2	-4,690108E-1	9,468750E+2	-3,729559E-1	9,468750E+2	-4,669181E-1	9,468750E+2	-3,697115E-1	9,468750E+2	-4,628674E-1
9,484375E+2	-3,857576E-1	9,484375E+2	-4,513657E-1	9,484375E+2	-3,897614E-1	9,484375E+2	-4,510924E-1	9,484375E+2	-3,870675E-1	9,484375E+2	-4,450273E-1	9,484375E+2	-3,823916E-1	9,484375E+2	-4,443761E-1
9,500000E+2	-3,954570E-1	9,500000E+2	-4,305871E-1	9,500000E+2	-3,992929E-1	9,500000E+2	-4,315321E-1	9,500000E+2	-3,986495E-1	9,500000E+2	-4,271925E-1	9,500000E+2	-3,932879E-1	9,500000E+2	-4,271284E-1
9,515625E+2	-4,099783E-1	9,515625E+2	-4,133035E-1	9,515625E+2	-4,099933E-1	9,515625E+2	-4,118349E-1	9,515625E+2	-4,131225E-1	9,515625E+2	-4,078713E-1	9,515625E+2	-4,085387E-1	9,515625E+2	-4,013578E-1
9,531250E+2	-4,185946E-1	9,531250E+2	-3,926561E-1	9,531250E+2	-4,273446E-1	9,531250E+2	-3,911678E-1	9,531250E+2	-4,199352E-1	9,531250E+2	-3,880105E-1	9,531250E+2	-4,142354E-1	9,531250E+2	-3,862208E-1
9,546875E+2	-4,270768E-1	9,546875E+2	-3,760390E-1	9,546875E+2	-4,328553E-1	9,546875E+2	-3,710023E-1	9,546875E+2	-4,315275E-1	9,546875E+2	-3,678143E-1	9,546875E+2	-4,249032E-1	9,546875E+2	-3,658876E-1
9,562500E+2	-4,411815E-1	9,562500E+2	-3,452199E-1	9,562500E+2	-4,370573E-1	9,562500E+2	-3,481774E-1	9,562500E+2	-4,451634E-1	9,562500E+2	-3,449870E-1	9,562500E+2	-4,359647E-1	9,562500E+2	-3,479050E-1
9,578125E+2	-4,548098E-1	9,578125E+2	-3,254558E-1	9,578125E+2	-4,528317E-1	9,578125E+2	-3,271045E-1	9,578125E+2	-4,503098E-1	9,578125E+2	-3,256071E-1	9,578125E+2	-4,478759E-1	9,578125E+2	-3,218909E-1
9,593750E+2	-4,611118E-1	9,593750E+2	-3,089175E-1	9,593750E+2	-4,611655E-1	9,593750E+2	-3,043384E-1	9,593750E+2	-4,569305E-1	9,593750E+2	-3,012742E-1	9,593750E+2	-4,526401E-1	9,593750E+2	-3,040773E-1
9,609375E+2	-4,645651E-1	9,609375E+2	-2,950622E-1	9,609375E+2	-4,668300E-1	9,609375E+2	-2,884863E-1	9,609375E+2	-4,700879E-1	9,609375E+2	-2,846199E-1	9,609375E+2	-4,602703E-1	9,609375E+2	-2,781194E-1
9,625000E+2	-4,713145E-1	9,625000E+2	-2,631314E-1	9,625000E+2	-4,745664E-1	9,625000E+2	-2,634996E-1	9,625000E+2	-4,765120E-1	9,625000E+2	-2,575234E-1	9,625000E+2	-4,683462E-1	9,625000E+2	-2,535931E-1
9,640625E+2	-4,762879E-1	9,640625E+2	-2,408797E-1	9,640625E+2	-4,825821E-1	9,640625E+2	-2,357359E-1	9,640625E+2	-4,854609E-1	9,640625E+2	-2,347870E-1	9,640625E+2	-4,720602E-1	9,640625E+2	-2,354553E-1
9,656250E+2	-4,885180E-1	9,656250E+2	-2,214345E-1	9,656250E+2	-4,891226E-1	9,656250E+2	-2,143267E-1	9,656250E+2	-4,928567E-1	9,656250E+2	-2,162782E-1	9,656250E+2	-4,768847E-1	9,656250E+2	-2,129105E-1
9,671875E+2	-4,924429E-1	9,671875E+2	-1,955983E-1	9,671875E+2	-4,922001E-1	9,671875E+2	-1,950019E-1	9,671875E+2	-4,965649E-1	9,671875E+2	-1,876022E-1	9,671875E+2	-4,839393E-1	9,671875E+2	-1,843284E-1
9,687500E+2	-4,937842E-1	9,687500E+2	-1,666832E-1	9,687500E+2	-4,963014E-1	9,687500E+2	-1,635084E-1	9,687500E+2	-4,998340E-1	9,687500E+2	-1,636965E-1	9,687500E+2	-4,916180E-1	9,687500E+2	-1,615917E-1
9,703125E+2	-5,058827E-1	9,703125E+2	-1,499739E-1	9,703125E+2	-5,023460E-1	9,703125E+2	-1,462618E-1	9,703125E+2	-5,021143E-1	9,703125E+2	-1,424855E-1	9,703125E+2	-4,948552E-1	9,703125E+2	-1,416825E-1
9,718750E+2	-5,078460E-1	9,718750E+2	-1,218082E-1	9,718750E+2	-5,088481E-1	9,718750E+2	-1,181173E-1	9,718750E+2	-5,007141E-1	9,718750E+2	-1,169832E-1	9,718750E+2	-4,968653E-1	9,718750E+2	-1,140798E-1
9,734375E+2	-5,075966E-1	9,734375E+2	-9,831595E-2	9,734375E+2	-5,091505E-1	9,734375E+2	-9,600417E-2	9,734375E+2	-5,058170E-1	9,734375E+2	-9,230947E-2	9,734375E+2	-5,031185E-1	9,734375E+2	-9,089885E-2
9,750000E+2	-5,037396E-1	9,750000E+2	-7,155020E-2	9,750000E+2	-5,097602E-1	9,750000E+2	-6,969976E-2	9,750000E+2	-5,062646E-1	9,750000E+2	-6,729602E-2	9,750000E+2	-5,004155E-1	9,750000E+2	-6,813498E-2
9,765625E+2	-5,080229E-1	9,765625E+2	-4,336185E-2	9,765625E+2	-5,058630E-1	9,765625E+2	-4,485689E-2	9,765625E+2	-5,038814E-1	9,765625E+2	-3,725562E-2	9,765625E+2	-4,951202E-1	9,765625E+2	-4,423839E-2
9,781250E+2	-5,068713E-1	9,781250E+2	-1,979943E-2	9,781250E+2	-5,061326E-1	9,781250E+2	-1,818393E-2	9,781250E+2	-5,015847E-1	9,781250E+2	-1,466611E-2	9,781250E+2	-4,957578E-1	9,781250E+2	-1,570320E-2
9,796875E+2	-5,001916E-1	9,796875E+2	5,085781E-3	9,796875E+2	-5,068551E-1	9,796875E+2	2,909236E-3	9,796875E+2	-5,019017E-1	9,796875E+2	4,318013E-3	9,796875E+2	-5,000288E-1	9,796875E+2	5,189843E-3
9,812500E+2	-5,007377E-1	9,812500E+2	2,964829E-2	9,812500E+2	-5,036808E-1	9,812500E+2	2,900117E-2	9,812500E+2	-5,028747E-1	9,812500E+2	3,338903E-2	9,812500E+2	-4,957049E-1	9,812500E+2	3,085726E-2
9,828125E+2	-5,029596E-1	9,828125E+2	5,114857E-2	9,828125E+2	-4,983206E-1	9,828125E+2	5,624447E-2	9,828125E+2	-4,986931E-1	9,828125E+2	5,806729E-2	9,828125E+2	-4,870848E-1	9,828125E+2	5,637568E-2
9,843750E+2	-5,030806E-1	9,843750E+2	8,075402E-2	9,843750E+2	-4,907981E-1	9,843750E+2	8,531947E-2	9,843750E+2	-4,953128E-1	9,843750E+2	8,492032E-2	9,843750E+2	-4,834542E-1	9,843750E+2	7,940604E-2
9,859375E+2	-4,975414E-1	9,859375E+2	1,037556E-1	9,859375E+2	-4,872438E-1	9,859375E+2	1,036310E-1	9,859375E+2	-4,888938E-1	9,859375E+2	1,072941E-1	9,859375E+2	-4,819546E-1	9,859375E+2	1,044085E-1
9,875000E+2	-4,873441E-1	9,875000E+2	1,313126E-1	9,875000E+2	-4,857254E-1	9,875000E+2	1,287497E-1	9,875000E+2	-4,816241E-1	9,875000E+2	1,313947E-1	9,875000E+2	-4,769535E-1	9,875000E+2	1,294299E-1
9,890625E+2	-4,812226E-1	9,890625E+2	1,521642E-1	9,890625E+2	-4,790026E-1	9,890625E+2	1,484879E-1	9,890625E+2	-4,772616E-1	9,890625E+2	1,541503E-1	9,890625E+2	-4,662238E-1	9,890625E+2	1,537063E-1
9,906250E+2	-4,743729E-1	9,906250E+2	1,748438E-1	9,906250E+2	-4,696934E-1	9,906250E+2	1,785371E-1	9,906250E+2	-4,672628E-1	9,906250E+2	1,797279E-1	9,906250E+2	-4,600799E-1	9,906250E+2	1,772584E-1
9,921875E+2	-4,709867E-1	9,921875E+2	1,979422E-1	9,921875E+2	-4,635873E-1	9,921875E+2	1,940719E-1	9,921875E+2	-4,627822E-1	9,921875E+2	2,005815E-1	9,921875E+2	-4,560557E-1	9,921875E+2	1,985809E-1
9,937500E+2	-4,598566E-1	9,937500E+2	2,231296E-1	9,937500E+2	-4,515489E-1	9,937500E+2	2,232396E-1	9,937500E+2	-4,544525E-1	9,937500E+2	2,246515E-1	9,937500E+2	-4,455496E-1	9,937500E+2	2,228636E-1
9,953125E+2	-4,431083E-1	9,953125E+2	2,460140E-1	9,953125E+2	-4,457998E-1	9,953125E+2	2,479791E-1	9,953125E+2	-4,445269E-1	9,953125E+2	2,536828E-1	9,953125E+2	-4,332726E-1	9,953125E+2	2,488848E-1
9,968750E+2	-4,267944E-1	9,968750E+2	2,713615E-1	9,968750E+2	-4,380869E-1	9,968750E+2	2,718192E-1	9,968750E+2	-4,321978E-1	9,968750E+2	2,717445E-1	9,968750E+2	-4,201887E-1	9,968750E+2	2,680045E-1
9,984375E+2	-4,148782E-1	9,984375E+2	2,942407E-1	9,984375E+2	-4,272235E-1	9,984375E+2	2,893502E-1	9,984375E+2	-4,190928E-1	9,984375E+2	2,937503E-1	9,984375E+2	-4,146019E-1	9,984375E+2	2,880700E-1
1,000000E+3	-4,107411E-1	1,000000E+3	3,040871E-1	1,000000E+3	-4,109394E-1	1,000000E+3	3,152330E-1	1,000000E+3	-4,066470E-1	1,000000E+3	3,140472E-1	1,000000E+3	-4,041927E-1	1,000000E+3	3,116168E-1
1,001562E+3	-3,990728E-1	1,001562E+3	3,168500E-1	1,001562E+3	-3,967421E-1	1,001562E+3	3,334468E-1	1,001562E+3	-3,954239E-1	1,001562E+3	3,314695E-1	1,001562E+3	-3,852227E-1	1,001562E+3	3,293694E-1
1,003125E+3	-3,836027E-1	1,003125E+3	3,332662E-1	1,003125E+3	-3,868906E-1	1,003125E+3	3,492873E-1	1,003125E+3	-3,782680E-1	1,003125E+3	3,524879E-1	1,003125E+3	-3,741771E-1	1,003125E+3	3,474445E-1
1,004687E+3	-3,769806E-1	1,004687E+3	3,560691E-1	1,004687E+3	-3,691125E-1	1,004687E+3	3,759093E-1	1,004687E+3	-3,633668E-1	1,004687E+3	3,744687E-1	1,004687E+3	-3,601291E-1	1,004687E+3	3,694220E-1
1,006250E+3	-3,741219E-1	1,006250E+3	3,890818E-1	1,006250E+3	-3,579954E-1	1,006250E+3	3,931487E-1	1,006250E+3	-3,541887E-1	1,006250E+3	3,884368E-1	1,006250E+3	-3,455131E-1	1,006250E+3	3,856432E-1
1,007812E+3	-3,438399E-1	1,007812E+3	4,087443E-1	1,007812E+3	-3,374121E-1	1,007812E+3	4,086290E-1	1,007812E+3	-3,374220E-1	1,007812E+3	4,127896E-1	1,007812E+3	-3,346976E-1	1,007812E+3	4,081037E-1
1,009375E+3	-3,227386E-1	1,009375E+3	4,317425E-1	1,009375E+3	-3,224073E-1	1,009375E+3	4,258091E-1	1,009375E+3	-3,228251E-1	1,009375E+3	4,299258E-1	1,009375E+3	-3,183920E-1	1,009375E+3	4,286227E-1
1,010937E+3	-3,092057E-1	1,010937E+3	4,478860E-1	1,010937E+3	-3,082274E-1	1,010937E+3	4,478521E-1	1,010937E+3	-3,066935E-1	1,010937E+3	4,468481E-1	1,010937E+3	-3,004389E-1	1,010937E+3	4,420396E-1
1,012500E+3	-2,985977E-1	1,012500E+3	4,596429E-1	1,012500E+3	-2,942571E-1	1,012500E+3	4,631526E-1	1,012500E+3	-2,923842E-1	1,012500E+3	4,638755E-1	1,012500E+3	-2,805860E-1	1,012500E+3	4,646659E-1
1,014062E+3	-2,810074E-1	1,014062E+3	4,643456E-1	1,014062E+3	-2,745932E-1	1,014062E+3	4,747597E-1	1,014062E+3	-2,728085E-1	1,014062E+3	4,802885E-1	1,014062E+3	-2,709427E-1	1,014062E+3	4,670803E-1
1,015625E+3	-2,686221E-1	1,015625E+3	4,926170E-1	1,015625E+3	-2,529441E-1	1,015625E+3	4,867237E-1	1,015625E+3	-2,550214E-1	1,015625E+3	4,951065E-1	1,015625E+3	-2,502565E-1	1,015625E+3	4,855577E-1
1,017187E+3	-2,270700E-1	1,017187E+3	5,119208E-1	1,017187E+3	-2,394923E-1	1,017187E+3	5,057113E-1	1,017187E+3	-2,358955E-1	1,017187E+3	5,081359E-1	1,017187E+3	-2,324604E-1	1,017187E+3	5,021629E-1
1,018750E+3	-2,110990E-1	1,018750E+3	5,273461E-1	1,018750E+3	-2,108670E-1	1,018750E+3	5,289172E-1	1,018750E+3	-2,208317E-1	1,018750E+3	5,217384E-1	1,018750E+3	-2,137708E-1	1,018750E+3	5,167271E-1
1,020312E+3	-2,194512E-1	1,020312E+3	5,271494E-1	1,020312E+3	-2,115041E-1	1,020312E+3	5,307748E-1	1,020312E+3	-2,042471E-1	1,020312E+3	5,368351E-1	1,020312E+3	-1,966649E-1	1,020312E+3	5,278536E-1
1,021875E+3	-2,149565E-1	1,021875E+3	5,268018E-1	1,021875E+3	-1,957845E-1	1,021875E+3	5,480980E-1	1,021875E+3	-1,834239E-1	1,021875E+3	5,469720E-1	1,021875E+3	-1,808860E-1	1,021875E+3	5,373318E-1
1,023437E+3	-1,730984E-1	1,023437E+3	5,626536E-1	1,023437E+3	-1,690162E-1	1,023437E+3	5,582497E-1	1,023437E+3	-1,673183E-1	1,023437E+3	5,600102E-1	1,023437E+3	-1,601264E-1	1,023437E+3	5,515341E-1
1,025000E+3	-1,586188E-1	1,025000E+3	5,735820E-1	1,025000E+3	-1,534443E-1	1,025000E+3	5,686135E-1	1,025000E+3	-1,499269E-1	1,025000E+3	5,760737E-1	1,025000E+3	-1,480624E-1	1,025000E+3	5,649075E-1
1,026562E+3	-1,402235E-1	1,026562E+3	5,764249E-1	1,026562E+3	-1,354911E-1	1,026562E+3	5,800092E-1	1,026562E+3	-1,269162E-1	1,026562E+3	5,822015E-1	1,026562E+3	-1,257054E-1	1,026562E+3	5,746592E-1
1,028125E+3	-1,249616E-1	1,028125E+3	5,851027E-1	1,028125E+3	-1,121622E-1	1,028125E+3	5,909109E-1	1,028125E+3	-1,143049E-1	1,028125E+3	5,915427E-1	1,028125E+3	-1,057165E-1	1,028125E+3	5,819348E-1
1,029687E+3	-1,034409E-1	1,029687E+3	5,964093E-1	1,029687E+3	-9,348216E-2	1,029687E+3	5,973013E-1	1,029687E+3	-9,527628E-2	1,029687E+3	6,023202E-1	1,029687E+3	-8,873641E-2	1,029687E+3	5,940668E-1
1,031250E+3	-8,523065E-2	1,031250E+3	6,103771E-1	1,031250E+3	-7,839112E-2	1,031250E+3	6,102769E-1	1,031250E+3	-7,393850E-2	1,031250E+3	6,109597E-1	1,031250E+3	-7,261513E-2	1,031250E+3	6,008549E-1
1,032812E+3	-6,848388E-2	1,032812E+3	6,196786E-1	1,032812E+3	-6,010438E-2	1,032812E+3	6,117312E-1	1,032812E+3	-5,648053E-2	1,032812E+3	6,170156E-1	1,032812E+3	-5,436018E-2	1,032812E+3	6,069323E-1
1,034375E+3	-4,767800E-2	1,034375E+3	6,171329E-1	1,034375E+3	-3,877352E-2	1,034375E+3	6,185831E-1	1,034375E+3	-3,341991E-2	1,034375E+3	6,204774E-1	1,034375E+3	-3,670429E-2	1,034375E+3	6,189900E-1
1,035937E+3	-2,902988E-2	1,035937E+3	6,242981E-1	1,035937E+3	-1,809095E-2	1,035937E+3	6,301822E-1	1,035937E+3	-1,266873E-2	1,035937E+3	6,280757E-1	1,035937E+3	-1,569991E-2	1,035937E+3	6,266555E-1
1,037500E+3	-4,170355E-3	1,037500E+3	6,408085E-1	1,037500E+3	2,831804E-3	1,037500E+3	6,370447E-1	1,037500E+3	5,627623E-4	1,037500E+3	6,372994E-1	1,037500E+3	5,008258E-3	1,037500E+3	6,286177E-1
1,039062E+3	1,557405E-2	1,039062E+3	6,396489E-1	1,039062E+3	1,795558E-2	1,039062E+3	6,392130E-1	1,039062E+3	2,340568E-2	1,039062E+3	6,428826E-1	1,039062E+3	2,230480E-2	1,039062E+3	6,313571E-1
1,040625E+3	2,979028E-2	1,040625E+3	6,371109E-1	1,040625E+3	3,781153E-2	1,040625E+3	6,448971E-1	1,040625E+3	3,803042E-2	1,040625E+3	6,441974E-1	1,040625E+3	4,507705E-2	1,040625E+3	6,391066E-1
1,042187E+3	5,113852E-2	1,042187E+3	6,433801E-1	1,042187E+3	5,472562E-2	1,042187E+3	6,487733E-1	1,042187E+3	6,049039E-2	1,042187E+3	6,478877E-1	1,042187E+3	5,879431E-2	1,042187E+3	6,416959E-1
1,043750E+3	7,279352E-2	1,043750E+3	6,464563E-1	1,043750E+3	7,075344E-2	1,043750E+3	6,552704E-1	1,043750E+3	7,191648E-2	1,043750E+3	6,521697E-1	1,043750E+3	7,654944E-2	1,043750E+3	6,453368E-1
1,045312E+3	9,374041E-2	1,045312E+3	6,541613E-1	1,045312E+3	8,863103E-2	1,045312E+3	6,590414E-1	1,045312E+3	9,228631E-2	1,045312E+3	6,573702E-1	1,045312E+3	8,964391E-2	1,045312E+3	6,466938E-1
1,046875E+3	1,050517E-1	1,046875E+3	6,598659E-1	1,046875E+3	1,064266E-1	1,046875E+3	6,592247E-1	1,046875E+3	1,086710E-1	1,046875E+3	6,607393E-1	1,046875E+3	1,051468E-1	1,046875E+3	6,496055E-1
1,048437E+3	1,152526E-1	1,048437E+3	6,616068E-1	1,048437E+3	1,246906E-1	1,048437E+3	6,565115E-1	1,048437E+3	1,252118E-1	1,048437E+3	6,586732E-1	1,048437E+3	1,282082E-1	1,048437E+3	6,520125E-1
1,050000E+3	1,393186E-1	1,050000E+3	6,641061E-1	1,050000E+3	1,401137E-1	1,050000E+3	6,597462E-1	1,050000E+3	1,429030E-1	1,050000E+3	6,592176E-1	1,050000E+3	1,474923E-1	1,050000E+3	6,549210E-1
1,051562E+3	1,586598E-1	1,051562E+3	6,666446E-1	1,051562E+3	1,626277E-1	1,051562E+3	6,656774E-1	1,051562E+3	1,629534E-1	1,051562E+3	6,595227E-1	1,051562E+3	1,620116E-1	1,051562E+3	6,570756E-1
1,053125E+3	1,721621E-1	1,053125E+3	6,689240E-1	1,053125E+3	1,776030E-1	1,053125E+3	6,640383E-1	1,053125E+3	1,798645E-1	1,053125E+3	6,597629E-1	1,053125E+3	1,775407E-1	1,053125E+3	6,585656E-1
1,054687E+3	1,951114E-1	1,054687E+3	6,694394E-1	1,054687E+3	1,932165E-1	1,054687E+3	6,666212E-1	1,054687E+3	1,943690E-1	1,054687E+3	6,639832E-1	1,054687E+3	1,916765E-1	1,054687E+3	6,556867E-1
1,056250E+3	2,032813E-1	1,056250E+3	6,706220E-1	1,056250E+3	2,080523E-1	1,056250E+3	6,660124E-1	1,056250E+3	2,091915E-1	1,056250E+3	6,664725E-1	1,056250E+3	2,129936E-1	1,056250E+3	6,540977E-1
1,057812E+3	2,215439E-1	1,057812E+3	6,669503E-1	1,057812E+3	2,241382E-1	1,057812E+3	6,658510E-1	1,057812E+3	2,272564E-1	1,057812E+3	6,646881E-1	1,057812E+3	2,248318E-1	1,057812E+3	6,584157E-1
1,059375E+3	2,292553E-1	1,059375E+3	6,633391E-1	1,059375E+3	2,412140E-1	1,059375E+3	6,651120E-1	1,059375E+3	2,430581E-1	1,059375E+3	6,620010E-1	1,059375E+3	2,403220E-1	1,059375E+3	6,563965E-1
1,060937E+3	2,479570E-1	1,060937E+3	6,675127E-1	1,060937E+3	2,507066E-1	1,060937E+3	6,652686E-1	1,060937E+3	2,559709E-1	1,060937E+3	6,621652E-1	1,060937E+3	2,555839E-1	1,060937E+3	6,544663E-1
1,062500E+3	2,669986E-1	1,062500E+3	6,640097E-1	1,062500E+3	2,724806E-1	1,062500E+3	6,616753E-1	1,062500E+3	2,721500E-1	1,062500E+3	6,603492E-1	1,062500E+3	2,722057E-1	1,062500E+3	6,507327E-1
1,064062E+3	2,758128E-1	1,064062E+3	6,570104E-1	1,064062E+3	2,869770E-1	1,064062E+3	6,640331E-1	1,064062E+3	2,843042E-1	1,064062E+3	6,620962E-1	1,064062E+3	2,854660E-1	1,064062E+3	6,545545E-1
1,065625E+3	2,977025E-1	1,065625E+3	6,593888E-1	1,065625E+3	2,963821E-1	1,065625E+3	6,592919E-1	1,065625E+3	3,035224E-1	1,065625E+3	6,577813E-1	1,065625E+3	2,996220E-1	1,065625E+3	6,536040E-1
1,067187E+3	3,150001E-1	1,067187E+3	6,638737E-1	1,067187E+3	3,141142E-1	1,067187E+3	6,528623E-1	1,067187E+3	3,173983E-1	1,067187E+3	6,537593E-1	1,067187E+3	3,164856E-1	1,067187E+3	6,447007E-1
1,068750E+3	3,348694E-1	1,068750E+3	6,551721E-1	1,068750E+3	3,339274E-1	1,068750E+3	6,534372E-1	1,068750E+3	3,298106E-1	1,068750E+3	6,546025E-1	1,068750E+3	3,333749E-1	1,068750E+3	6,464936E-1
1,070312E+3	3,459973E-1	1,070312E+3	6,486570E-1	1,070312E+3	3,446446E-1	1,070312E+3	6,500182E-1	1,070312E+3	3,488643E-1	1,070312E+3	6,484345E-1	1,070312E+3	3,445587E-1	1,070312E+3	6,453216E-1
1,071875E+3	3,491934E-1	1,071875E+3	6,483856E-1	1,071875E+3	3,563738E-1	1,071875E+3	6,466242E-1	1,071875E+3	3,610480E-1	1,071875E+3	6,446780E-1	1,071875E+3	3,588373E-1	1,071875E+3	6,443677E-1
1,073437E+3	3,676238E-1	1,073437E+3	6,377137E-1	1,073437E+3	3,749498E-1	1,073437E+3	6,469955E-1	1,073437E+3	3,784138E-1	1,073437E+3	6,430388E-1	1,073437E+3	3,768387E-1	1,073437E+3	6,405164E-1
