Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	
1,292187E+3	1,981094E-1	1,292187E+3	2,038381E-1	1,292187E+3	2,047788E-1	1,292187E+3	2,059748E-1
1,293750E+3	2,087342E-1	1,293750E+3	2,028025E-1	1,293750E+3	2,032164E-1	1,293750E+3	2,059801E-1
1,295312E+3	2,045579E-1	1,295312E+3	2,035082E-1	1,295312E+3	2,000918E-1	1,295312E+3	2,055014E-1
1,296875E+3	1,998341E-1	1,296875E+3	2,039772E-1	1,296875E+3	2,029780E-1	1,296875E+3	2,085644E-1
1,298437E+3	2,041125E-1	1,298437E+3	2,037587E-1	1,298437E+3	2,040121E-1	1,298437E+3	2,042661E-1
1,300000E+3	2,007754E-1	1,300000E+3	2,021818E-1	1,300000E+3	2,024521E-1	1,300000E+3	2,040735E-1
1,301562E+3	2,017644E-1	1,301562E+3	2,015060E-1	1,301562E+3	2,057544E-1	1,301562E+3	2,010973E-1
1,303125E+3	2,073634E-1	1,303125E+3	2,041567E-1	1,303125E+3	2,070555E-1	1,303125E+3	2,046516E-1
1,304687E+3	2,046384E-1	1,304687E+3	2,003536E-1	1,304687E+3	2,060751E-1	1,304687E+3	2,076634E-1
1,306250E+3	2,052747E-1	1,306250E+3	2,036695E-1	1,306250E+3	2,073895E-1	1,306250E+3	2,074410E-1
1,307812E+3	2,041137E-1	1,307812E+3	2,039906E-1	1,307812E+3	2,027194E-1	1,307812E+3	2,048849E-1
1,309375E+3	1,983072E-1	1,309375E+3	2,041356E-1	1,309375E+3	2,063602E-1	1,309375E+3	2,085968E-1
1,310937E+3	2,043640E-1	1,310937E+3	2,051377E-1	1,310937E+3	2,085510E-1	1,310937E+3	2,068560E-1
1,312500E+3	2,063414E-1	1,312500E+3	2,075692E-1	1,312500E+3	2,067449E-1	1,312500E+3	2,043387E-1
1,314062E+3	2,034581E-1	1,314062E+3	2,080283E-1	1,314062E+3	2,049661E-1	1,314062E+3	2,062901E-1
1,315625E+3	2,118436E-1	1,315625E+3	2,069432E-1	1,315625E+3	2,073498E-1	1,315625E+3	2,116476E-1
1,317187E+3	2,073247E-1	1,317187E+3	2,084547E-1	1,317187E+3	2,089908E-1	1,317187E+3	2,151781E-1
1,318750E+3	2,064932E-1	1,318750E+3	2,103246E-1	1,318750E+3	2,084279E-1	1,318750E+3	2,133976E-1
1,320312E+3	2,110572E-1	1,320312E+3	2,074247E-1	1,320312E+3	2,027464E-1	1,320312E+3	2,114722E-1
1,321875E+3	2,177500E-1	1,321875E+3	2,088642E-1	1,321875E+3	2,104336E-1	1,321875E+3	2,105080E-1
1,323437E+3	2,106836E-1	1,323437E+3	2,063797E-1	1,323437E+3	2,070559E-1	1,323437E+3	2,123184E-1
1,325000E+3	2,113925E-1	1,325000E+3	2,040003E-1	1,325000E+3	2,092192E-1	1,325000E+3	2,142445E-1
1,326562E+3	2,070003E-1	1,326562E+3	2,090004E-1	1,326562E+3	2,113792E-1	1,326562E+3	2,111894E-1
1,328125E+3	2,066886E-1	1,328125E+3	2,111328E-1	1,328125E+3	2,087592E-1	1,328125E+3	2,106917E-1
1,329687E+3	2,122219E-1	1,329687E+3	2,136474E-1	1,329687E+3	2,131176E-1	1,329687E+3	2,127246E-1
1,331250E+3	2,151304E-1	1,331250E+3	2,121180E-1	1,331250E+3	2,126203E-1	1,331250E+3	2,152944E-1
1,332812E+3	2,181014E-1	1,332812E+3	2,084875E-1	1,332812E+3	2,135169E-1	1,332812E+3	2,172910E-1
1,334375E+3	2,150886E-1	1,334375E+3	2,154595E-1	1,334375E+3	2,150575E-1	1,334375E+3	2,199921E-1
1,335937E+3	2,110244E-1	1,335937E+3	2,135831E-1	1,335937E+3	2,131756E-1	1,335937E+3	2,149837E-1
1,337500E+3	2,141469E-1	1,337500E+3	2,118537E-1	1,337500E+3	2,182090E-1	1,337500E+3	2,160902E-1
1,339062E+3	2,085951E-1	1,339062E+3	2,145331E-1	1,339062E+3	2,165110E-1	1,339062E+3	2,162652E-1
1,340625E+3	2,137346E-1	1,340625E+3	2,135361E-1	1,340625E+3	2,181340E-1	1,340625E+3	2,163476E-1
1,342187E+3	2,166549E-1	1,342187E+3	2,141264E-1	1,342187E+3	2,174097E-1	1,342187E+3	2,167605E-1
1,343750E+3	2,172331E-1	1,343750E+3	2,174378E-1	1,343750E+3	2,149762E-1	1,343750E+3	2,163831E-1
1,345312E+3	2,123095E-1	1,345312E+3	2,138712E-1	1,345312E+3	2,178460E-1	1,345312E+3	2,213683E-1
1,346875E+3	2,152217E-1	1,346875E+3	2,178724E-1	1,346875E+3	2,146732E-1	1,346875E+3	2,232958E-1
1,348437E+3	2,153321E-1	1,348437E+3	2,190774E-1	1,348437E+3	2,180982E-1	1,348437E+3	2,240939E-1
1,350000E+3	2,238355E-1	1,350000E+3	2,232456E-1	1,350000E+3	2,159777E-1	1,350000E+3	2,221183E-1
1,351562E+3	2,277328E-1	1,351562E+3	2,226325E-1	1,351562E+3	2,178108E-1	1,351562E+3	2,229109E-1
1,353125E+3	2,246960E-1	1,353125E+3	2,207430E-1	1,353125E+3	2,225153E-1	1,353125E+3	2,228711E-1
1,354687E+3	2,258508E-1	1,354687E+3	2,247377E-1	1,354687E+3	2,205790E-1	1,354687E+3	2,252629E-1
1,356250E+3	2,279703E-1	1,356250E+3	2,263121E-1	1,356250E+3	2,239467E-1	1,356250E+3	2,289254E-1
1,357812E+3	2,266715E-1	1,357812E+3	2,271769E-1	1,357812E+3	2,192876E-1	1,357812E+3	2,285321E-1
1,359375E+3	2,225236E-1	1,359375E+3	2,268957E-1	1,359375E+3	2,267260E-1	1,359375E+3	2,225274E-1
1,360937E+3	2,222613E-1	1,360937E+3	2,272718E-1	1,360937E+3	2,259957E-1	1,360937E+3	2,286145E-1
1,362500E+3	2,247779E-1	1,362500E+3	2,324072E-1	1,362500E+3	2,237999E-1	1,362500E+3	2,306984E-1
1,364062E+3	2,331352E-1	1,364062E+3	2,302775E-1	1,364062E+3	2,254162E-1	1,364062E+3	2,327240E-1
1,365625E+3	2,283152E-1	1,365625E+3	2,273064E-1	1,365625E+3	2,281782E-1	1,365625E+3	2,305786E-1
1,367187E+3	2,210470E-1	1,367187E+3	2,260764E-1	1,367187E+3	2,338436E-1	1,367187E+3	2,368733E-1
1,368750E+3	2,394366E-1	1,368750E+3	2,269564E-1	1,368750E+3	2,331090E-1	1,368750E+3	2,356891E-1
1,370312E+3	2,303125E-1	1,370312E+3	2,345726E-1	1,370312E+3	2,321427E-1	1,370312E+3	2,382396E-1
1,371875E+3	2,239121E-1	1,371875E+3	2,348382E-1	1,371875E+3	2,335544E-1	1,371875E+3	2,413114E-1
1,373437E+3	2,340366E-1	1,373437E+3	2,362010E-1	1,373437E+3	2,307459E-1	1,373437E+3	2,423933E-1
1,375000E+3	2,373335E-1	1,375000E+3	2,331498E-1	1,375000E+3	2,303506E-1	1,375000E+3	2,404968E-1
1,376562E+3	2,326384E-1	1,376562E+3	2,331976E-1	1,376562E+3	2,344309E-1	1,376562E+3	2,424159E-1
1,378125E+3	2,374231E-1	1,378125E+3	2,329663E-1	1,378125E+3	2,383630E-1	1,378125E+3	2,431212E-1
1,379687E+3	2,384866E-1	1,379687E+3	2,379479E-1	1,379687E+3	2,379963E-1	1,379687E+3	2,382971E-1
1,381250E+3	2,384525E-1	1,381250E+3	2,407705E-1	1,381250E+3	2,395887E-1	1,381250E+3	2,443360E-1
1,382812E+3	2,413143E-1	1,382812E+3	2,404260E-1	1,382812E+3	2,450040E-1	1,382812E+3	2,483001E-1
1,384375E+3	2,355108E-1	1,384375E+3	2,435243E-1	1,384375E+3	2,425163E-1	1,384375E+3	2,476740E-1
1,385937E+3	2,346515E-1	1,385937E+3	2,413628E-1	1,385937E+3	2,465692E-1	1,385937E+3	2,454271E-1
1,387500E+3	2,370674E-1	1,387500E+3	2,442973E-1	1,387500E+3	2,478230E-1	1,387500E+3	2,505682E-1
1,389062E+3	2,501448E-1	1,389062E+3	2,464432E-1	1,389062E+3	2,482488E-1	1,389062E+3	2,519001E-1
1,390625E+3	2,444243E-1	1,390625E+3	2,488620E-1	1,390625E+3	2,475396E-1	1,390625E+3	2,536573E-1
1,392187E+3	2,446774E-1	1,392187E+3	2,515535E-1	1,392187E+3	2,535759E-1	1,392187E+3	2,563209E-1
1,393750E+3	2,504756E-1	1,393750E+3	2,523462E-1	1,393750E+3	2,563930E-1	1,393750E+3	2,579648E-1
1,395312E+3	2,403134E-1	1,395312E+3	2,566544E-1	1,395312E+3	2,528285E-1	1,395312E+3	2,589349E-1
1,396875E+3	2,519944E-1	1,396875E+3	2,546411E-1	1,396875E+3	2,524250E-1	1,396875E+3	2,547564E-1
1,398437E+3	2,563970E-1	1,398437E+3	2,562744E-1	1,398437E+3	2,587754E-1	1,398437E+3	2,615207E-1
1,400000E+3	2,464400E-1	1,400000E+3	2,635879E-1	1,400000E+3	2,613019E-1	1,400000E+3	2,595402E-1
1,401562E+3	2,775257E-1	1,401562E+3	2,595664E-1	1,401562E+3	2,617946E-1	1,401562E+3	2,595984E-1
1,403125E+3	2,761217E-1	1,403125E+3	2,596667E-1	1,403125E+3	2,680422E-1	1,403125E+3	2,612855E-1
1,404687E+3	2,629007E-1	1,404687E+3	2,621184E-1	1,404687E+3	2,687493E-1	1,404687E+3	2,673267E-1
1,406250E+3	2,574117E-1	1,406250E+3	2,671148E-1	1,406250E+3	2,645320E-1	1,406250E+3	2,729543E-1
1,407812E+3	2,706662E-1	1,407812E+3	2,661871E-1	1,407812E+3	2,662830E-1	1,407812E+3	2,730568E-1
1,409375E+3	2,727619E-1	1,409375E+3	2,679306E-1	1,409375E+3	2,656375E-1	1,409375E+3	2,757289E-1
1,410937E+3	2,587742E-1	1,410937E+3	2,708185E-1	1,410937E+3	2,684070E-1	1,410937E+3	2,761049E-1
1,412500E+3	2,550810E-1	1,412500E+3	2,699612E-1	1,412500E+3	2,724065E-1	1,412500E+3	2,798288E-1
1,414062E+3	2,691484E-1	1,414062E+3	2,694820E-1	1,414062E+3	2,751605E-1	1,414062E+3	2,789597E-1
1,415625E+3	2,722346E-1	1,415625E+3	2,777284E-1	1,415625E+3	2,752905E-1	1,415625E+3	2,819584E-1
1,417187E+3	2,699315E-1	1,417187E+3	2,768920E-1	1,417187E+3	2,785411E-1	1,417187E+3	2,823807E-1
1,418750E+3	2,729833E-1	1,418750E+3	2,817761E-1	1,418750E+3	2,814784E-1	1,418750E+3	2,852791E-1
1,420312E+3	2,753031E-1	1,420312E+3	2,835326E-1	1,420312E+3	2,851603E-1	1,420312E+3	2,877886E-1
1,421875E+3	2,662276E-1	1,421875E+3	2,860736E-1	1,421875E+3	2,878623E-1	1,421875E+3	2,898952E-1
1,423437E+3	2,807182E-1	1,423437E+3	2,967157E-1	1,423437E+3	2,882397E-1	1,423437E+3	2,899631E-1
1,425000E+3	2,855843E-1	1,425000E+3	2,895571E-1	1,425000E+3	2,928607E-1	1,425000E+3	2,862582E-1
1,426562E+3	2,849415E-1	1,426562E+3	2,927322E-1	1,426562E+3	2,930423E-1	1,426562E+3	2,922715E-1
1,428125E+3	2,899158E-1	1,428125E+3	2,926514E-1	1,428125E+3	2,936814E-1	1,428125E+3	2,990014E-1
1,429687E+3	2,973906E-1	1,429687E+3	2,915115E-1	1,429687E+3	2,951992E-1	1,429687E+3	3,045320E-1
1,431250E+3	2,925123E-1	1,431250E+3	2,993656E-1	1,431250E+3	2,992902E-1	1,431250E+3	3,023686E-1
1,432812E+3	2,944687E-1	1,432812E+3	2,956818E-1	1,432812E+3	3,026661E-1	1,432812E+3	3,041435E-1
1,434375E+3	3,156325E-1	1,434375E+3	3,056696E-1	1,434375E+3	3,046237E-1	1,434375E+3	3,075184E-1
1,435937E+3	3,131558E-1	1,435937E+3	3,041151E-1	1,435937E+3	3,072648E-1	1,435937E+3	3,164990E-1
1,437500E+3	3,206682E-1	1,437500E+3	3,001935E-1	1,437500E+3	3,147327E-1	1,437500E+3	3,171550E-1
1,439062E+3	3,239113E-1	1,439062E+3	3,069360E-1	1,439062E+3	3,170921E-1	1,439062E+3	3,177378E-1
1,440625E+3	3,116551E-1	1,440625E+3	3,159753E-1	1,440625E+3	3,134665E-1	1,440625E+3	3,218968E-1
1,442187E+3	3,205714E-1	1,442187E+3	3,228659E-1	1,442187E+3	3,197481E-1	1,442187E+3	3,211721E-1
1,443750E+3	3,227717E-1	1,443750E+3	3,233352E-1	1,443750E+3	3,206045E-1	1,443750E+3	3,212804E-1
1,445312E+3	3,177110E-1	1,445312E+3	3,292057E-1	1,445312E+3	3,269958E-1	1,445312E+3	3,263214E-1
1,446875E+3	3,197485E-1	1,446875E+3	3,308240E-1	1,446875E+3	3,269271E-1	1,446875E+3	3,362361E-1
1,448437E+3	3,311098E-1	1,448437E+3	3,316031E-1	1,448437E+3	3,296683E-1	1,448437E+3	3,388241E-1
1,450000E+3	3,474128E-1	1,450000E+3	3,389956E-1	1,450000E+3	3,381278E-1	1,450000E+3	3,379068E-1
1,451562E+3	3,487022E-1	1,451562E+3	3,446398E-1	1,451562E+3	3,395784E-1	1,451562E+3	3,407925E-1
1,453125E+3	3,377272E-1	1,453125E+3	3,408627E-1	1,453125E+3	3,419585E-1	1,453125E+3	3,472849E-1
1,454687E+3	3,361832E-1	1,454687E+3	3,451952E-1	1,454687E+3	3,411415E-1	1,454687E+3	3,391539E-1
1,456250E+3	3,355666E-1	1,456250E+3	3,462799E-1	1,456250E+3	3,506411E-1	1,456250E+3	3,467665E-1
1,457812E+3	3,466790E-1	1,457812E+3	3,459284E-1	1,457812E+3	3,564362E-1	1,457812E+3	3,541092E-1
1,459375E+3	3,694047E-1	1,459375E+3	3,540389E-1	1,459375E+3	3,610858E-1	1,459375E+3	3,679300E-1
1,460937E+3	3,596015E-1	1,460937E+3	3,571098E-1	1,460937E+3	3,640864E-1	1,460937E+3	3,712757E-1
1,462500E+3	3,659227E-1	1,462500E+3	3,574959E-1	1,462500E+3	3,666432E-1	1,462500E+3	3,701758E-1
1,464062E+3	3,642056E-1	1,464062E+3	3,665990E-1	1,464062E+3	3,698888E-1	1,464062E+3	3,757311E-1
1,465625E+3	3,620511E-1	1,465625E+3	3,731037E-1	1,465625E+3	3,764287E-1	1,465625E+3	3,798179E-1
1,467187E+3	3,732582E-1	1,467187E+3	3,777241E-1	1,467187E+3	3,779795E-1	1,467187E+3	3,838450E-1
1,468750E+3	3,846522E-1	1,468750E+3	3,840195E-1	1,468750E+3	3,796675E-1	1,468750E+3	3,864698E-1
1,470312E+3	3,900255E-1	1,470312E+3	3,886659E-1	1,470312E+3	3,893438E-1	1,470312E+3	3,925968E-1
1,471875E+3	3,942125E-1	1,471875E+3	3,925673E-1	1,471875E+3	3,942104E-1	1,471875E+3	3,998944E-1
1,473437E+3	3,871659E-1	1,473437E+3	3,870716E-1	1,473437E+3	3,971046E-1	1,473437E+3	4,056269E-1
1,475000E+3	3,961214E-1	1,475000E+3	3,925020E-1	1,475000E+3	3,972187E-1	1,475000E+3	4,032634E-1
1,476562E+3	3,979173E-1	1,476562E+3	4,049113E-1	1,476562E+3	4,053398E-1	1,476562E+3	4,073700E-1
1,478125E+3	4,098613E-1	1,478125E+3	4,109519E-1	1,478125E+3	4,114706E-1	1,478125E+3	4,184407E-1
1,479687E+3	4,073080E-1	1,479687E+3	4,178233E-1	1,479687E+3	4,148327E-1	1,479687E+3	4,241525E-1
1,481250E+3	4,163503E-1	1,481250E+3	4,225816E-1	1,481250E+3	4,154029E-1	1,481250E+3	4,239352E-1
1,482812E+3	4,237585E-1	1,482812E+3	4,202669E-1	1,482812E+3	4,230754E-1	1,482812E+3	4,277878E-1
1,484375E+3	4,241940E-1	1,484375E+3	4,258354E-1	1,484375E+3	4,263396E-1	1,484375E+3	4,326046E-1
1,485937E+3	4,404515E-1	1,485937E+3	4,330110E-1	1,485937E+3	4,318327E-1	1,485937E+3	4,352074E-1
1,487500E+3	4,402438E-1	1,487500E+3	4,400281E-1	1,487500E+3	4,413883E-1	1,487500E+3	4,415150E-1
1,489062E+3	4,480378E-1	1,489062E+3	4,464578E-1	1,489062E+3	4,472043E-1	1,489062E+3	4,478438E-1
1,490625E+3	4,530438E-1	1,490625E+3	4,504378E-1	1,490625E+3	4,536913E-1	1,490625E+3	4,549742E-1
1,492187E+3	4,593533E-1	1,492187E+3	4,524161E-1	1,492187E+3	4,578462E-1	1,492187E+3	4,639383E-1
1,493750E+3	4,662691E-1	1,493750E+3	4,590569E-1	1,493750E+3	4,616588E-1	1,493750E+3	4,673039E-1
1,495312E+3	4,663307E-1	1,495312E+3	4,688520E-1	1,495312E+3	4,689483E-1	1,495312E+3	4,756157E-1
1,496875E+3	4,741846E-1	1,496875E+3	4,751892E-1	1,496875E+3	4,758927E-1	1,496875E+3	4,798192E-1
1,498437E+3	4,816913E-1	1,498437E+3	4,880648E-1	1,498437E+3	4,813448E-1	1,498437E+3	4,801428E-1
1,500000E+3	4,835293E-1	1,500000E+3	4,858754E-1	1,500000E+3	4,917222E-1	1,500000E+3	4,929082E-1
1,501562E+3	4,875628E-1	1,501562E+3	4,884707E-1	1,501562E+3	4,928285E-1	1,501562E+3	5,005303E-1
1,503125E+3	5,039302E-1	1,503125E+3	5,029894E-1	1,503125E+3	4,991544E-1	1,503125E+3	5,043790E-1
1,504687E+3	5,012911E-1	1,504687E+3	5,045297E-1	1,504687E+3	5,095052E-1	1,504687E+3	5,132735E-1
1,506250E+3	5,100545E-1	1,506250E+3	5,158719E-1	1,506250E+3	5,182371E-1	1,506250E+3	5,188590E-1
1,507812E+3	5,209591E-1	1,507812E+3	5,222179E-1	1,507812E+3	5,205789E-1	1,507812E+3	5,267793E-1
1,509375E+3	5,268505E-1	1,509375E+3	5,266607E-1	1,509375E+3	5,312575E-1	1,509375E+3	5,371739E-1
1,510937E+3	5,338828E-1	1,510937E+3	5,336958E-1	1,510937E+3	5,347906E-1	1,510937E+3	5,427986E-1
1,512500E+3	5,430899E-1	1,512500E+3	5,433809E-1	1,512500E+3	5,411814E-1	1,512500E+3	5,542804E-1
1,514062E+3	5,493281E-1	1,514062E+3	5,522627E-1	1,514062E+3	5,484204E-1	1,514062E+3	5,595438E-1
1,515625E+3	5,546514E-1	1,515625E+3	5,595614E-1	1,515625E+3	5,584467E-1	1,515625E+3	5,647959E-1
1,517187E+3	5,621123E-1	1,517187E+3	5,662282E-1	1,517187E+3	5,673260E-1	1,517187E+3	5,723172E-1
1,518750E+3	5,695434E-1	1,518750E+3	5,712243E-1	1,518750E+3	5,733648E-1	1,518750E+3	5,801104E-1
1,520312E+3	5,796224E-1	1,520312E+3	5,821208E-1	1,520312E+3	5,831241E-1	1,520312E+3	5,877597E-1
1,521875E+3	5,923654E-1	1,521875E+3	5,876010E-1	1,521875E+3	5,905730E-1	1,521875E+3	5,965928E-1
1,523437E+3	5,918314E-1	1,523437E+3	5,935834E-1	1,523437E+3	5,984900E-1	1,523437E+3	6,021857E-1
1,525000E+3	6,029198E-1	1,525000E+3	6,075539E-1	1,525000E+3	6,060490E-1	1,525000E+3	6,138318E-1
1,526562E+3	6,102138E-1	1,526562E+3	6,135090E-1	1,526562E+3	6,151021E-1	1,526562E+3	6,205953E-1
1,528125E+3	6,204208E-1	1,528125E+3	6,194311E-1	1,528125E+3	6,263396E-1	1,528125E+3	6,275327E-1
1,529687E+3	6,280241E-1	1,529687E+3	6,307179E-1	1,529687E+3	6,332439E-1	1,529687E+3	6,440957E-1
1,531250E+3	6,342819E-1	1,531250E+3	6,350640E-1	1,531250E+3	6,392904E-1	1,531250E+3	6,467039E-1
1,532812E+3	6,426442E-1	1,532812E+3	6,435058E-1	1,532812E+3	6,480401E-1	1,532812E+3	6,541696E-1
1,534375E+3	6,534593E-1	1,534375E+3	6,553296E-1	1,534375E+3	6,562605E-1	1,534375E+3	6,596676E-1
1,535937E+3	6,643156E-1	1,535937E+3	6,650000E-1	1,535937E+3	6,684850E-1	1,535937E+3	6,687908E-1
1,537500E+3	6,735200E-1	1,537500E+3	6,714322E-1	1,537500E+3	6,764564E-1	1,537500E+3	6,802824E-1
1,539062E+3	6,784088E-1	1,539062E+3	6,827028E-1	1,539062E+3	6,856537E-1	1,539062E+3	6,908620E-1
1,540625E+3	6,910797E-1	1,540625E+3	6,925519E-1	1,540625E+3	6,949695E-1	1,540625E+3	6,977098E-1
1,542187E+3	6,957128E-1	1,542187E+3	7,025772E-1	1,542187E+3	7,022477E-1	1,542187E+3	7,058876E-1
1,543750E+3	7,059901E-1	1,543750E+3	7,070872E-1	1,543750E+3	7,089431E-1	1,543750E+3	7,186008E-1
1,545312E+3	7,169381E-1	1,545312E+3	7,154634E-1	1,545312E+3	7,169789E-1	1,545312E+3	7,250962E-1
1,546875E+3	7,199105E-1	1,546875E+3	7,240404E-1	1,546875E+3	7,235281E-1	1,546875E+3	7,331108E-1
1,548437E+3	7,300453E-1	1,548437E+3	7,309563E-1	1,548437E+3	7,348597E-1	1,548437E+3	7,405044E-1
1,550000E+3	7,385042E-1	1,550000E+3	7,397564E-1	1,550000E+3	7,465887E-1	1,550000E+3	7,507846E-1
1,551562E+3	7,490295E-1	1,551562E+3	7,507795E-1	1,551562E+3	7,566994E-1	1,551562E+3	7,557642E-1
1,553125E+3	7,565886E-1	1,553125E+3	7,594964E-1	1,553125E+3	7,616332E-1	1,553125E+3	7,682860E-1
1,554687E+3	7,668913E-1	1,554687E+3	7,702667E-1	1,554687E+3	7,694092E-1	1,554687E+3	7,775478E-1
1,556250E+3	7,750104E-1	1,556250E+3	7,763809E-1	1,556250E+3	7,776276E-1	1,556250E+3	7,847416E-1
1,557812E+3	7,828039E-1	1,557812E+3	7,859729E-1	1,557812E+3	7,852188E-1	1,557812E+3	7,919470E-1
1,559375E+3	7,901844E-1	1,559375E+3	7,936659E-1	1,559375E+3	7,956491E-1	1,559375E+3	7,992359E-1
1,560937E+3	7,939359E-1	1,560937E+3	7,965583E-1	1,560937E+3	8,029012E-1	1,560937E+3	8,075787E-1
1,562500E+3	8,055213E-1	1,562500E+3	8,060522E-1	1,562500E+3	8,104390E-1	1,562500E+3	8,142693E-1
1,564062E+3	8,132407E-1	1,564062E+3	8,149820E-1	1,564062E+3	8,178952E-1	1,564062E+3	8,251987E-1
1,565625E+3	8,244606E-1	1,565625E+3	8,233617E-1	1,565625E+3	8,269115E-1	1,565625E+3	8,316267E-1
1,567187E+3	8,277933E-1	1,567187E+3	8,318035E-1	1,567187E+3	8,325521E-1	1,567187E+3	8,384048E-1
1,568750E+3	8,326599E-1	1,568750E+3	8,382973E-1	1,568750E+3	8,386328E-1	1,568750E+3	8,435959E-1
1,570312E+3	8,416504E-1	1,570312E+3	8,432280E-1	1,570312E+3	8,457487E-1	1,570312E+3	8,533446E-1
1,571875E+3	8,506190E-1	1,571875E+3	8,502528E-1	1,571875E+3	8,534416E-1	1,571875E+3	8,548251E-1
1,573437E+3	8,541461E-1	1,573437E+3	8,573727E-1	1,573437E+3	8,592260E-1	1,573437E+3	8,606795E-1
1,575000E+3	8,600792E-1	1,575000E+3	8,625963E-1	1,575000E+3	8,664396E-1	1,575000E+3	8,684981E-1
1,576562E+3	8,683272E-1	1,576562E+3	8,686750E-1	1,576562E+3	8,709856E-1	1,576562E+3	8,746727E-1
1,578125E+3	8,732098E-1	1,578125E+3	8,736331E-1	1,578125E+3	8,769481E-1	1,578125E+3	8,801884E-1
1,579687E+3	8,780881E-1	1,579687E+3	8,793599E-1	1,579687E+3	8,803987E-1	1,579687E+3	8,857205E-1
1,581250E+3	8,811360E-1	1,581250E+3	8,839345E-1	1,581250E+3	8,863286E-1	1,581250E+3	8,878784E-1
1,582812E+3	8,885180E-1	1,582812E+3	8,882556E-1	1,582812E+3	8,875599E-1	1,582812E+3	8,921912E-1
1,584375E+3	8,908806E-1	1,584375E+3	8,920439E-1	1,584375E+3	8,923653E-1	1,584375E+3	8,977071E-1
1,585937E+3	8,918239E-1	1,585937E+3	8,935217E-1	1,585937E+3	8,969338E-1	1,585937E+3	9,004029E-1
1,587500E+3	8,992610E-1	1,587500E+3	8,989547E-1	1,587500E+3	8,999796E-1	1,587500E+3	9,032629E-1
1,589062E+3	9,005621E-1	1,589062E+3	9,007326E-1	1,589062E+3	9,032253E-1	1,589062E+3	9,063370E-1
1,590625E+3	9,028100E-1	1,590625E+3	9,036270E-1	1,590625E+3	9,061071E-1	1,590625E+3	9,076025E-1
1,592187E+3	9,045210E-1	1,592187E+3	9,061382E-1	1,592187E+3	9,061599E-1	1,592187E+3	9,089171E-1
1,593750E+3	9,062386E-1	1,593750E+3	9,071809E-1	1,593750E+3	9,072013E-1	1,593750E+3	9,116211E-1
1,595312E+3	9,066243E-1	1,595312E+3	9,065322E-1	1,595312E+3	9,092499E-1	1,595312E+3	9,145111E-1
1,596875E+3	9,087131E-1	1,596875E+3	9,085914E-1	1,596875E+3	9,080722E-1	1,596875E+3	9,146587E-1
1,598437E+3	9,071400E-1	1,598437E+3	9,094430E-1	1,598437E+3	9,092031E-1	1,598437E+3	9,146235E-1
1,600000E+3	9,070600E-1	1,600000E+3	9,088806E-1	1,600000E+3	9,100913E-1	1,600000E+3	9,138356E-1
1,601562E+3	9,078633E-1	1,601562E+3	9,096261E-1	1,601562E+3	9,088667E-1	1,601562E+3	9,115294E-1
1,603125E+3	9,059136E-1	1,603125E+3	9,063137E-1	1,603125E+3	9,063813E-1	1,603125E+3	9,096379E-1
1,604687E+3	9,036734E-1	1,604687E+3	9,050342E-1	1,604687E+3	9,049378E-1	1,604687E+3	9,076583E-1
1,606250E+3	9,047953E-1	1,606250E+3	9,044296E-1	1,606250E+3	9,036291E-1	1,606250E+3	9,085968E-1
1,607812E+3	9,000287E-1	1,607812E+3	8,996445E-1	1,607812E+3	9,007022E-1	1,607812E+3	9,058981E-1
1,609375E+3	8,968667E-1	1,609375E+3	8,969964E-1	1,609375E+3	8,981261E-1	1,609375E+3	9,027503E-1
1,610937E+3	8,958755E-1	1,610937E+3	8,952359E-1	1,610937E+3	8,931328E-1	1,610937E+3	9,008343E-1
1,612500E+3	8,931552E-1	1,612500E+3	8,899299E-1	1,612500E+3	8,919325E-1	1,612500E+3	8,962104E-1
1,614062E+3	8,902339E-1	1,614062E+3	8,857035E-1	1,614062E+3	8,879454E-1	1,614062E+3	8,923838E-1
1,615625E+3	8,848387E-1	1,615625E+3	8,829322E-1	1,615625E+3	8,828859E-1	1,615625E+3	8,884888E-1
1,617187E+3	8,754187E-1	1,617187E+3	8,791944E-1	1,617187E+3	8,775039E-1	1,617187E+3	8,845167E-1
1,618750E+3	8,732267E-1	1,618750E+3	8,714268E-1	1,618750E+3	8,720179E-1	1,618750E+3	8,763536E-1
1,620312E+3	8,714183E-1	1,620312E+3	8,685116E-1	1,620312E+3	8,676360E-1	1,620312E+3	8,724042E-1
1,621875E+3	8,680558E-1	1,621875E+3	8,662546E-1	1,621875E+3	8,628224E-1	1,621875E+3	8,689883E-1
1,623437E+3	8,576080E-1	1,623437E+3	8,569330E-1	1,623437E+3	8,562267E-1	1,623437E+3	8,614961E-1
1,625000E+3	8,503325E-1	1,625000E+3	8,512915E-1	1,625000E+3	8,510512E-1	1,625000E+3	8,565262E-1
1,626562E+3	8,461468E-1	1,626562E+3	8,451431E-1	1,626562E+3	8,432305E-1	1,626562E+3	8,503848E-1
1,628125E+3	8,397712E-1	1,628125E+3	8,373935E-1	1,628125E+3	8,362015E-1	1,628125E+3	8,431180E-1
